country,winter,season,metric,value,anom,anom_dt,n_sites,group,oni_djf
FI,1993,NDJFM,thaw_days,80.769,12.343,18.411,13,neutral,0.130
FI,1993,NDJFM,tmax_mean,-0.773,1.120,1.910,13,neutral,0.130
FI,1993,NDJFM,tmean,-3.887,1.240,2.122,13,neutral,0.130
FI,1993,NDJFM,tmin_mean,-7.388,1.331,2.404,13,neutral,0.130
FI,1994,DJF,frost_days,87.308,6.041,4.052,13,neutral,0.070
FI,1994,DJF,ice_days,74.077,17.050,12.570,13,neutral,0.070
FI,1994,DJF,precip,116.146,-0.451,1.731,13,neutral,0.070
FI,1994,DJF,precip_days,26.000,-4.572,-2.339,13,neutral,0.070
FI,1994,DJF,rain_on_snow_days,3.000,-0.246,-0.284,13,neutral,0.070
FI,1994,DJF,snow_cover_days,89.154,7.772,5.524,13,neutral,0.070
FI,1994,DJF,snow_depth,33.550,9.414,4.413,13,neutral,0.070
FI,1994,DJF,snow_max,49.000,2.195,-1.736,13,neutral,0.070
FI,1994,DJF,thaw_days,15.615,-16.737,-12.300,13,neutral,0.070
FI,1994,DJF,tmax_mean,-6.450,-2.898,-1.888,13,neutral,0.070
FI,1994,DJF,tmean,-9.877,-3.135,-2.005,13,neutral,0.070
FI,1994,DJF,tmin_mean,-13.539,-3.175,-1.815,13,neutral,0.070
FI,1994,JFM,frost_days,86.846,4.462,3.407,13,neutral,0.070
FI,1994,JFM,ice_days,67.308,14.258,10.898,13,neutral,0.070
FI,1994,JFM,precip,99.808,-5.339,-0.593,13,neutral,0.070
FI,1994,JFM,precip_days,22.923,-4.852,-2.744,13,neutral,0.070
FI,1994,JFM,rain_on_snow_days,2.846,-0.560,-0.846,13,neutral,0.070
FI,1994,JFM,snow_cover_days,90.000,4.943,4.168,13,neutral,0.070
FI,1994,JFM,snow_depth,43.970,9.928,6.019,13,neutral,0.070
FI,1994,JFM,snow_max,61.231,6.533,5.212,13,neutral,0.070
FI,1994,JFM,thaw_days,22.615,-13.807,-10.452,13,neutral,0.070
FI,1994,JFM,tmax_mean,-5.343,-2.655,-1.889,13,neutral,0.070
FI,1994,JFM,tmean,-9.297,-2.938,-2.113,13,neutral,0.070
FI,1994,JFM,tmin_mean,-13.423,-3.048,-2.054,13,neutral,0.070
FI,1994,NDJFM,frost_days,144.692,15.118,12.397,13,neutral,0.070
FI,1994,NDJFM,ice_days,110.308,28.913,23.165,13,neutral,0.070
FI,1994,NDJFM,precip,173.608,-26.333,-21.956,13,neutral,0.070
FI,1994,NDJFM,precip_days,39.077,-10.286,-7.967,13,neutral,0.070
FI,1994,NDJFM,rain_on_snow_days,4.308,-1.548,-1.795,13,neutral,0.070
FI,1994,NDJFM,snow_cover_days,140.077,13.862,10.114,13,neutral,0.070
FI,1994,NDJFM,snow_depth,31.474,7.725,4.006,13,neutral,0.070
FI,1994,NDJFM,snow_max,61.231,6.323,4.894,13,neutral,0.070
FI,1994,NDJFM,thaw_days,39.615,-28.811,-23.129,13,neutral,0.070
FI,1994,NDJFM,tmax_mean,-4.383,-2.489,-1.745,13,neutral,0.070
FI,1994,NDJFM,tmean,-7.696,-2.569,-1.739,13,neutral,0.070
FI,1994,NDJFM,tmin_mean,-11.211,-2.492,-1.483,13,neutral,0.070
FI,1995,DJF,frost_days,77.538,-3.728,-5.592,13,elnino,0.880
FI,1995,DJF,ice_days,46.538,-10.488,-14.751,13,elnino,0.880
FI,1995,DJF,precip,146.808,21.406,31.816,13,elnino,0.880
FI,1995,DJF,precip_days,35.615,6.571,7.225,13,elnino,0.880
FI,1995,DJF,rain_on_snow_days,6.385,2.468,3.074,13,elnino,0.880
FI,1995,DJF,snow_cover_days,78.154,0.629,-5.370,13,elnino,0.880
FI,1995,DJF,snow_depth,27.024,0.831,-1.931,13,elnino,0.880
FI,1995,DJF,snow_max,50.538,0.481,0.014,13,elnino,0.880
FI,1995,DJF,thaw_days,42.538,10.186,14.407,13,elnino,0.880
FI,1995,DJF,tmax_mean,-1.342,2.211,3.173,13,elnino,0.880
FI,1995,DJF,tmean,-3.968,2.775,3.849,13,elnino,0.880
FI,1995,DJF,tmin_mean,-7.274,3.090,4.380,13,elnino,0.880
FI,1995,JFM,frost_days,79.308,-3.076,-4.001,13,elnino,0.880
FI,1995,JFM,ice_days,40.846,-12.203,-15.312,13,elnino,0.880
FI,1995,JFM,precip,137.854,25.133,36.907,13,elnino,0.880
FI,1995,JFM,precip_days,33.846,6.862,8.111,13,elnino,0.880
FI,1995,JFM,rain_on_snow_days,6.923,2.440,3.192,13,elnino,0.880
FI,1995,JFM,snow_cover_days,85.077,0.086,-0.647,13,elnino,0.880
FI,1995,JFM,snow_depth,36.164,0.922,-1.541,13,elnino,0.880
FI,1995,JFM,snow_max,56.000,3.248,0.212,13,elnino,0.880
FI,1995,JFM,thaw_days,48.308,11.885,14.989,13,elnino,0.880
FI,1995,JFM,tmax_mean,-0.845,1.844,2.563,13,elnino,0.880
FI,1995,JFM,tmean,-3.544,2.816,3.586,13,elnino,0.880
FI,1995,JFM,tmin_mean,-6.813,3.562,4.489,13,elnino,0.880
FI,1995,NDJFM,frost_days,129.538,-0.036,-2.508,13,elnino,0.880
FI,1995,NDJFM,ice_days,68.000,-13.395,-18.757,13,elnino,0.880
FI,1995,NDJFM,precip,223.338,11.667,27.028,13,elnino,0.880
FI,1995,NDJFM,precip_days,53.462,5.429,6.374,13,elnino,0.880
FI,1995,NDJFM,rain_on_snow_days,9.615,2.452,3.483,13,elnino,0.880
FI,1995,NDJFM,snow_cover_days,126.923,2.005,-2.842,13,elnino,0.880
FI,1995,NDJFM,snow_depth,25.968,1.265,-1.329,13,elnino,0.880
FI,1995,NDJFM,snow_max,56.000,3.037,-0.114,13,elnino,0.880
FI,1995,NDJFM,thaw_days,81.385,12.958,18.255,13,elnino,0.880
FI,1995,NDJFM,tmax_mean,-0.579,1.314,2.013,13,elnino,0.880
FI,1995,NDJFM,tmean,-3.272,1.856,2.634,13,elnino,0.880
FI,1995,NDJFM,tmin_mean,-6.473,2.246,3.191,13,elnino,0.880
FI,1996,DJF,frost_days,90.455,8.833,7.231,11,lanina,-0.880
FI,1996,DJF,ice_days,78.545,20.224,16.569,11,lanina,-0.880
FI,1996,DJF,precip,54.400,-66.623,-59.048,11,lanina,-0.880
FI,1996,DJF,precip_days,15.273,-14.429,-13.020,11,lanina,-0.880
FI,1996,DJF,rain_on_snow_days,0.364,-2.961,-2.898,11,lanina,-0.880
FI,1996,DJF,snow_cover_days,91.000,9.201,6.975,11,lanina,-0.880
FI,1996,DJF,snow_depth,31.241,3.722,1.790,11,lanina,-0.880
FI,1996,DJF,snow_max,49.182,-1.090,-1.961,11,lanina,-0.880
FI,1996,DJF,thaw_days,11.545,-19.564,-15.928,11,lanina,-0.880
FI,1996,DJF,tmax_mean,-6.403,-2.594,-1.700,11,lanina,-0.880
FI,1996,DJF,tmean,-10.281,-3.192,-2.205,11,lanina,-0.880
FI,1996,DJF,tmin_mean,-14.255,-3.449,-2.271,11,lanina,-0.880
FI,1996,JFM,frost_days,90.636,7.976,7.222,11,lanina,-0.880
FI,1996,JFM,ice_days,67.182,12.969,10.345,11,lanina,-0.880
FI,1996,JFM,precip,58.400,-46.153,-41.118,11,lanina,-0.880
FI,1996,JFM,precip_days,15.273,-10.995,-10.396,11,lanina,-0.880
FI,1996,JFM,rain_on_snow_days,0.182,-3.274,-3.486,11,lanina,-0.880
FI,1996,JFM,snow_cover_days,91.000,5.943,4.803,11,lanina,-0.880
FI,1996,JFM,snow_depth,40.141,1.822,1.745,11,lanina,-0.880
FI,1996,JFM,snow_max,58.364,1.533,1.982,11,lanina,-0.880
FI,1996,JFM,thaw_days,22.455,-12.860,-10.206,11,lanina,-0.880
FI,1996,JFM,tmax_mean,-3.864,-0.967,-0.305,11,lanina,-0.880
FI,1996,JFM,tmean,-8.130,-1.463,-0.770,11,lanina,-0.880
FI,1996,JFM,tmin_mean,-12.523,-1.732,-0.907,11,lanina,-0.880
FI,1996,NDJFM,frost_days,149.727,19.303,17.254,11,lanina,-0.880
FI,1996,NDJFM,ice_days,109.818,26.178,21.644,11,lanina,-0.880
FI,1996,NDJFM,precip,120.936,-75.319,-71.738,11,lanina,-0.880
FI,1996,NDJFM,precip_days,30.364,-17.143,-16.349,11,lanina,-0.880
FI,1996,NDJFM,rain_on_snow_days,1.800,-4.306,-4.393,10,lanina,-0.880
FI,1996,NDJFM,snow_cover_days,146.100,19.384,16.604,10,lanina,-0.880
FI,1996,NDJFM,snow_depth,30.850,5.555,3.980,10,lanina,-0.880
FI,1996,NDJFM,snow_max,58.400,3.572,3.040,10,lanina,-0.880
FI,1996,NDJFM,thaw_days,40.182,-26.063,-21.561,11,lanina,-0.880
FI,1996,NDJFM,tmax_mean,-4.236,-2.114,-1.470,11,lanina,-0.880
FI,1996,NDJFM,tmean,-8.406,-2.964,-2.257,11,lanina,-0.880
FI,1996,NDJFM,tmin_mean,-12.766,-3.638,-2.786,11,lanina,-0.880
FI,1997,DJF,frost_days,83.250,1.618,0.105,12,neutral,-0.410
FI,1997,DJF,ice_days,58.917,0.762,-2.755,12,neutral,-0.410
FI,1997,DJF,precip,119.208,-4.609,2.645,12,neutral,-0.410
FI,1997,DJF,precip_days,30.417,0.714,1.743,12,neutral,-0.410
FI,1997,DJF,rain_on_snow_days,4.000,0.611,0.685,12,neutral,-0.410
FI,1997,DJF,snow_cover_days,86.250,5.058,2.177,12,neutral,-0.410
FI,1997,DJF,snow_depth,30.258,3.053,0.704,12,neutral,-0.410
FI,1997,DJF,snow_max,52.750,4.767,1.227,12,neutral,-0.410
FI,1997,DJF,thaw_days,30.083,-1.148,2.346,12,neutral,-0.410
FI,1997,DJF,tmax_mean,-4.124,-0.376,0.472,12,neutral,-0.410
FI,1997,DJF,tmean,-8.269,-1.301,-0.367,12,neutral,-0.410
FI,1997,DJF,tmin_mean,-12.913,-2.308,-1.198,12,neutral,-0.410
FI,1997,JFM,frost_days,83.167,0.479,-0.139,12,neutral,-0.410
FI,1997,JFM,ice_days,51.917,-2.023,-4.436,12,neutral,-0.410
FI,1997,JFM,precip,116.033,15.776,13.981,12,neutral,-0.410
FI,1997,JFM,precip_days,27.833,3.291,1.874,12,neutral,-0.410
FI,1997,JFM,rain_on_snow_days,4.583,1.297,0.827,12,neutral,-0.410
FI,1997,JFM,snow_cover_days,83.667,0.371,-2.648,12,neutral,-0.410
FI,1997,JFM,snow_depth,34.037,0.316,-4.470,12,neutral,-0.410
FI,1997,JFM,snow_max,56.833,5.962,0.127,12,neutral,-0.410
FI,1997,JFM,thaw_days,37.250,1.718,4.143,12,neutral,-0.410
FI,1997,JFM,tmax_mean,-2.105,0.737,1.351,12,neutral,-0.410
FI,1997,JFM,tmean,-6.385,0.163,0.804,12,neutral,-0.410
FI,1997,JFM,tmin_mean,-11.020,-0.432,0.330,12,neutral,-0.410
FI,1997,NDJFM,frost_days,129.167,-1.134,-2.952,12,neutral,-0.410
FI,1997,NDJFM,ice_days,80.667,-2.465,-6.643,12,neutral,-0.410
FI,1997,NDJFM,precip,261.483,57.081,63.644,12,neutral,-0.410
FI,1997,NDJFM,precip_days,55.833,8.857,8.503,12,neutral,-0.410
FI,1997,NDJFM,rain_on_snow_days,7.917,2.166,1.839,12,neutral,-0.410
FI,1997,NDJFM,snow_cover_days,124.500,1.577,-6.094,12,neutral,-0.410
FI,1997,NDJFM,snow_depth,24.721,0.260,-3.142,12,neutral,-0.410
FI,1997,NDJFM,snow_max,56.833,5.752,-0.134,12,neutral,-0.410
FI,1997,NDJFM,thaw_days,68.500,1.818,5.948,12,neutral,-0.410
FI,1997,NDJFM,tmax_mean,-1.834,0.224,0.818,12,neutral,-0.410
FI,1997,NDJFM,tmean,-5.655,-0.335,0.317,12,neutral,-0.410
FI,1997,NDJFM,tmin_mean,-9.753,-0.823,-0.037,12,neutral,-0.410
FI,1998,DJF,frost_days,81.417,-0.215,-1.605,12,super,2.220
FI,1998,DJF,ice_days,56.667,-1.488,-4.797,12,super,2.220
FI,1998,DJF,precip,140.425,27.263,23.320,12,super,2.220
FI,1998,DJF,precip_days,36.417,8.143,7.698,12,super,2.220
FI,1998,DJF,rain_on_snow_days,5.250,2.182,1.909,12,super,2.220
FI,1998,DJF,snow_cover_days,86.083,4.629,2.103,12,super,2.220
FI,1998,DJF,snow_depth,27.836,1.604,-1.544,12,super,2.220
FI,1998,DJF,snow_max,51.917,6.195,0.582,12,super,2.220
FI,1998,DJF,thaw_days,32.167,0.935,4.222,12,super,2.220
FI,1998,DJF,tmax_mean,-4.083,-0.334,0.468,12,super,2.220
FI,1998,DJF,tmean,-7.585,-0.617,0.262,12,super,2.220
FI,1998,DJF,tmin_mean,-11.445,-0.840,0.202,12,super,2.220
FI,1998,JFM,frost_days,82.667,-0.021,-0.512,12,super,2.220
FI,1998,JFM,ice_days,51.417,-2.523,-4.691,12,super,2.220
FI,1998,JFM,precip,134.258,36.519,31.718,12,super,2.220
FI,1998,JFM,precip_days,34.750,9.576,8.733,12,super,2.220
FI,1998,JFM,rain_on_snow_days,4.917,1.726,1.121,12,super,2.220
FI,1998,JFM,snow_cover_days,86.500,3.086,0.274,12,super,2.220
FI,1998,JFM,snow_depth,37.557,4.590,-0.711,12,super,2.220
FI,1998,JFM,snow_max,54.667,4.962,-1.823,12,super,2.220
FI,1998,JFM,thaw_days,37.583,2.052,4.230,12,super,2.220
FI,1998,JFM,tmax_mean,-3.579,-0.737,-0.170,12,super,2.220
FI,1998,JFM,tmean,-8.005,-1.457,-0.869,12,super,2.220
FI,1998,JFM,tmin_mean,-12.550,-1.961,-1.268,12,super,2.220
FI,1998,NDJFM,frost_days,136.333,6.032,4.462,12,super,2.220
FI,1998,NDJFM,ice_days,91.583,8.452,4.648,12,super,2.220
FI,1998,NDJFM,precip,209.142,12.810,10.629,12,super,2.220
FI,1998,NDJFM,precip_days,52.000,5.143,4.639,12,super,2.220
FI,1998,NDJFM,rain_on_snow_days,6.583,1.023,0.480,12,super,2.220
FI,1998,NDJFM,snow_cover_days,134.083,7.434,3.675,12,super,2.220
FI,1998,NDJFM,snow_depth,26.608,2.390,-1.088,12,super,2.220
FI,1998,NDJFM,snow_max,54.667,4.752,-2.088,12,super,2.220
FI,1998,NDJFM,thaw_days,57.583,-9.099,-5.344,12,super,2.220
FI,1998,NDJFM,tmax_mean,-2.966,-0.909,-0.359,12,super,2.220
FI,1998,NDJFM,tmean,-6.620,-1.300,-0.700,12,super,2.220
FI,1998,NDJFM,tmin_mean,-10.437,-1.507,-0.785,12,super,2.220
FI,1999,DJF,frost_days,82.583,0.952,-0.316,12,lanina,-1.510
FI,1999,DJF,ice_days,65.000,6.846,3.744,12,lanina,-1.510
FI,1999,DJF,precip,141.783,18.091,24.136,12,lanina,-1.510
FI,1999,DJF,precip_days,33.667,3.000,4.903,12,lanina,-1.510
FI,1999,DJF,rain_on_snow_days,3.418,-0.246,0.052,12,lanina,-1.510
FI,1999,DJF,snow_cover_days,86.493,6.058,2.607,12,lanina,-1.510
FI,1999,DJF,snow_depth,27.575,1.758,-1.630,12,lanina,-1.510
FI,1999,DJF,snow_max,58.167,10.195,7.019,12,lanina,-1.510
FI,1999,DJF,thaw_days,24.083,-7.148,-4.069,12,lanina,-1.510
FI,1999,DJF,tmax_mean,-5.939,-2.191,-1.435,12,lanina,-1.510
FI,1999,DJF,tmean,-9.424,-2.456,-1.632,12,lanina,-1.510
FI,1999,DJF,tmin_mean,-13.000,-2.396,-1.423,12,lanina,-1.510
FI,1999,JFM,frost_days,83.417,0.729,0.365,12,lanina,-1.510
FI,1999,JFM,ice_days,59.833,5.893,3.972,12,lanina,-1.510
FI,1999,JFM,precip,123.358,16.447,20.329,12,lanina,-1.510
FI,1999,JFM,precip_days,30.167,3.148,4.091,12,lanina,-1.510
FI,1999,JFM,rain_on_snow_days,2.250,-1.417,-1.585,12,lanina,-1.510
FI,1999,JFM,snow_cover_days,89.000,4.086,2.862,12,lanina,-1.510
FI,1999,JFM,snow_depth,41.345,5.454,3.316,12,lanina,-1.510
FI,1999,JFM,snow_max,63.417,10.105,7.144,12,lanina,-1.510
FI,1999,JFM,thaw_days,29.250,-6.282,-4.349,12,lanina,-1.510
FI,1999,JFM,tmax_mean,-4.710,-1.868,-1.348,12,lanina,-1.510
FI,1999,JFM,tmean,-8.395,-1.847,-1.313,12,lanina,-1.510
FI,1999,JFM,tmin_mean,-12.110,-1.522,-0.895,12,lanina,-1.510
FI,1999,NDJFM,frost_days,138.000,7.699,6.375,12,lanina,-1.510
FI,1999,NDJFM,ice_days,99.917,16.785,13.357,12,lanina,-1.510
FI,1999,NDJFM,precip,194.083,-6.961,-5.103,12,lanina,-1.510
FI,1999,NDJFM,precip_days,47.500,-0.571,0.108,12,lanina,-1.510
FI,1999,NDJFM,rain_on_snow_days,4.586,-1.691,-1.543,12,lanina,-1.510
FI,1999,NDJFM,snow_cover_days,144.246,17.719,14.023,12,lanina,-1.510
FI,1999,NDJFM,snow_depth,29.081,3.804,1.552,12,lanina,-1.510
FI,1999,NDJFM,snow_max,63.417,9.895,6.874,12,lanina,-1.510
FI,1999,NDJFM,thaw_days,49.583,-17.099,-13.720,12,lanina,-1.510
FI,1999,NDJFM,tmax_mean,-4.223,-2.165,-1.661,12,lanina,-1.510
FI,1999,NDJFM,tmean,-7.516,-2.196,-1.648,12,lanina,-1.510
FI,1999,NDJFM,tmin_mean,-10.943,-2.013,-1.355,12,lanina,-1.510
FI,2000,DJF,frost_days,84.905,3.638,2.400,13,lanina,-1.470
FI,2000,DJF,ice_days,55.736,-1.291,-4.466,13,lanina,-1.470
FI,2000,DJF,precip,152.333,29.091,34.143,12,lanina,-1.470
FI,2000,DJF,precip_days,36.250,7.000,7.441,12,lanina,-1.470
FI,2000,DJF,rain_on_snow_days,4.417,0.897,1.023,12,lanina,-1.470
FI,2000,DJF,snow_cover_days,87.750,6.058,3.957,12,lanina,-1.470
FI,2000,DJF,snow_depth,32.654,3.890,3.624,12,lanina,-1.470
FI,2000,DJF,snow_max,54.167,5.767,3.207,12,lanina,-1.470
FI,2000,DJF,thaw_days,34.569,2.217,5.354,13,lanina,-1.470
FI,2000,DJF,tmax_mean,-3.036,0.517,1.247,13,lanina,-1.470
FI,2000,DJF,tmean,-6.541,0.201,0.999,13,lanina,-1.470
FI,2000,DJF,tmin_mean,-10.479,-0.115,0.829,13,lanina,-1.470
FI,2000,JFM,frost_days,84.441,2.056,1.779,13,lanina,-1.470
FI,2000,JFM,ice_days,45.938,-7.111,-8.960,13,lanina,-1.470
FI,2000,JFM,precip,130.283,26.319,26.766,12,lanina,-1.470
FI,2000,JFM,precip_days,31.500,5.291,5.366,12,lanina,-1.470
FI,2000,JFM,rain_on_snow_days,4.083,0.154,0.209,12,lanina,-1.470
FI,2000,JFM,snow_cover_days,87.833,2.800,1.785,12,lanina,-1.470
FI,2000,JFM,snow_depth,43.910,6.268,6.119,12,lanina,-1.470
FI,2000,JFM,snow_max,66.083,10.819,10.028,12,lanina,-1.470
FI,2000,JFM,thaw_days,44.367,7.945,9.790,13,lanina,-1.470
FI,2000,JFM,tmax_mean,-1.556,1.132,1.616,13,lanina,-1.470
FI,2000,JFM,tmean,-5.307,1.053,1.552,13,lanina,-1.470
FI,2000,JFM,tmin_mean,-9.499,0.876,1.463,13,lanina,-1.470
FI,2000,NDJFM,frost_days,134.410,4.835,3.606,13,lanina,-1.470
FI,2000,NDJFM,ice_days,77.206,-4.189,-7.619,13,lanina,-1.470
FI,2000,NDJFM,precip,242.300,34.024,42.441,12,lanina,-1.470
FI,2000,NDJFM,precip_days,55.583,8.000,8.160,12,lanina,-1.470
FI,2000,NDJFM,rain_on_snow_days,6.667,0.309,0.513,12,lanina,-1.470
FI,2000,NDJFM,snow_cover_days,133.500,6.148,3.462,12,lanina,-1.470
FI,2000,NDJFM,snow_depth,31.712,4.348,4.350,12,lanina,-1.470
FI,2000,NDJFM,snow_max,66.083,10.609,9.754,12,lanina,-1.470
FI,2000,NDJFM,thaw_days,73.792,5.365,8.736,13,lanina,-1.470
FI,2000,NDJFM,tmax_mean,-1.278,0.615,1.089,13,lanina,-1.470
FI,2000,NDJFM,tmean,-4.682,0.445,0.962,13,lanina,-1.470
FI,2000,NDJFM,tmin_mean,-8.426,0.292,0.917,13,lanina,-1.470
FI,2001,DJF,frost_days,77.666,-3.600,-4.713,13,lanina,-0.760
FI,2001,DJF,ice_days,53.231,-3.796,-6.753,13,lanina,-0.760
FI,2001,DJF,precip,126.270,3.291,2.007,10,lanina,-0.760
FI,2001,DJF,precip_days,32.700,3.286,3.293,10,lanina,-0.760
FI,2001,DJF,rain_on_snow_days,2.800,-0.389,-0.744,10,lanina,-0.760
FI,2001,DJF,snow_cover_days,74.500,-4.228,-8.063,10,lanina,-0.760
FI,2001,DJF,snow_depth,16.731,-10.666,-11.614,10,lanina,-0.760
FI,2001,DJF,snow_max,41.700,-6.662,-8.644,10,lanina,-0.760
FI,2001,DJF,thaw_days,35.614,3.262,6.182,13,lanina,-0.760
FI,2001,DJF,tmax_mean,-2.968,0.585,1.268,13,lanina,-0.760
FI,2001,DJF,tmean,-6.052,0.689,1.432,13,lanina,-0.760
FI,2001,DJF,tmin_mean,-9.312,1.052,1.926,13,lanina,-0.760
FI,2001,JFM,frost_days,86.223,3.839,3.691,13,lanina,-0.760
FI,2001,JFM,ice_days,60.143,7.094,5.497,13,lanina,-0.760
FI,2001,JFM,precip,104.420,-5.024,-3.218,10,lanina,-0.760
FI,2001,JFM,precip_days,27.300,-0.138,1.029,10,lanina,-0.760
FI,2001,JFM,rain_on_snow_days,4.200,0.297,0.226,10,lanina,-0.760
FI,2001,JFM,snow_cover_days,87.400,3.371,2.219,10,lanina,-0.760
FI,2001,JFM,snow_depth,28.167,-7.369,-8.730,10,lanina,-0.760
FI,2001,JFM,snow_max,45.500,-8.324,-9.663,10,lanina,-0.760
FI,2001,JFM,thaw_days,28.931,-7.492,-5.898,13,lanina,-0.760
FI,2001,JFM,tmax_mean,-3.589,-0.901,-0.464,13,lanina,-0.760
FI,2001,JFM,tmean,-7.568,-1.208,-0.763,13,lanina,-0.760
FI,2001,JFM,tmin_mean,-11.814,-1.438,-0.920,13,lanina,-0.760
FI,2001,NDJFM,frost_days,119.324,-10.251,-11.231,13,lanina,-0.760
FI,2001,NDJFM,ice_days,80.181,-1.214,-4.257,13,lanina,-0.760
FI,2001,NDJFM,precip,237.780,22.667,28.980,10,lanina,-0.760
FI,2001,NDJFM,precip_days,53.900,4.000,5.971,10,lanina,-0.760
FI,2001,NDJFM,rain_on_snow_days,5.300,-0.406,-0.962,10,lanina,-0.760
FI,2001,NDJFM,snow_cover_days,113.100,-7.852,-14.151,10,lanina,-0.760
FI,2001,NDJFM,snow_depth,17.967,-7.972,-8.745,10,lanina,-0.760
FI,2001,NDJFM,snow_max,45.500,-8.534,-9.990,10,lanina,-0.760
FI,2001,NDJFM,thaw_days,69.356,0.929,3.914,13,lanina,-0.760
FI,2001,NDJFM,tmax_mean,-1.626,0.267,0.696,13,lanina,-0.760
FI,2001,NDJFM,tmean,-4.856,0.271,0.737,13,lanina,-0.760
FI,2001,NDJFM,tmin_mean,-8.279,0.440,1.000,13,lanina,-0.760
FI,2002,DJF,frost_days,82.231,0.964,-0.023,13,neutral,-0.150
FI,2002,DJF,ice_days,54.923,-2.104,-4.844,13,neutral,-0.150
FI,2002,DJF,precip,129.920,-3.066,5.096,10,neutral,-0.150
FI,2002,DJF,precip_days,30.400,-0.429,0.949,10,neutral,-0.150
FI,2002,DJF,rain_on_snow_days,3.700,-0.103,0.129,10,neutral,-0.150
FI,2002,DJF,snow_cover_days,86.800,6.772,4.352,10,neutral,-0.150
FI,2002,DJF,snow_depth,27.206,-0.039,-0.947,10,neutral,-0.150
FI,2002,DJF,snow_max,56.900,6.481,6.758,10,neutral,-0.150
FI,2002,DJF,thaw_days,34.000,1.648,4.352,13,neutral,-0.150
FI,2002,DJF,tmax_mean,-4.346,-0.794,-0.157,13,neutral,-0.150
FI,2002,DJF,tmean,-7.679,-0.937,-0.249,13,neutral,-0.150
FI,2002,DJF,tmin_mean,-11.351,-0.987,-0.183,13,neutral,-0.150
FI,2002,JFM,frost_days,78.231,-4.153,-4.172,13,neutral,-0.150
FI,2002,JFM,ice_days,41.385,-11.665,-13.009,13,neutral,-0.150
FI,2002,JFM,precip,140.610,21.276,32.492,10,neutral,-0.150
FI,2002,JFM,precip_days,31.600,3.862,5.286,10,neutral,-0.150
FI,2002,JFM,rain_on_snow_days,5.100,0.726,1.089,10,neutral,-0.150
FI,2002,JFM,snow_cover_days,86.100,2.229,1.024,10,neutral,-0.150
FI,2002,JFM,snow_depth,36.152,0.330,-0.490,10,neutral,-0.150
FI,2002,JFM,snow_max,62.700,5.533,7.781,10,neutral,-0.150
FI,2002,JFM,thaw_days,47.923,11.501,12.843,13,neutral,-0.150
FI,2002,JFM,tmax_mean,-1.423,1.265,1.655,13,neutral,-0.150
FI,2002,JFM,tmean,-5.253,1.107,1.498,13,neutral,-0.150
FI,2002,JFM,tmin_mean,-9.508,0.867,1.317,13,neutral,-0.150
FI,2002,NDJFM,frost_days,135.615,6.041,5.309,13,neutral,-0.150
FI,2002,NDJFM,ice_days,80.308,-1.087,-3.745,13,neutral,-0.150
FI,2002,NDJFM,precip,203.670,-15.190,-5.786,10,neutral,-0.150
FI,2002,NDJFM,precip_days,47.300,-2.143,-0.644,10,neutral,-0.150
FI,2002,NDJFM,rain_on_snow_days,5.900,-0.977,-0.386,10,neutral,-0.150
FI,2002,NDJFM,snow_cover_days,139.000,14.862,12.004,10,neutral,-0.150
FI,2002,NDJFM,snow_depth,26.854,1.021,0.324,10,neutral,-0.150
FI,2002,NDJFM,snow_max,62.700,5.323,7.449,10,neutral,-0.150
FI,2002,NDJFM,thaw_days,68.692,0.266,2.866,13,neutral,-0.150
FI,2002,NDJFM,tmax_mean,-2.350,-0.456,-0.073,13,neutral,-0.150
FI,2002,NDJFM,tmean,-5.892,-0.764,-0.351,13,neutral,-0.150
FI,2002,NDJFM,tmin_mean,-9.780,-1.061,-0.566,13,neutral,-0.150
FI,2003,DJF,frost_days,89.077,7.810,6.948,13,elnino,0.900
FI,2003,DJF,ice_days,70.077,13.050,10.528,13,elnino,0.900
FI,2003,DJF,precip,72.630,-45.994,-52.755,10,elnino,0.900
FI,2003,DJF,precip_days,19.400,-9.000,-10.095,10,elnino,0.900
FI,2003,DJF,rain_on_snow_days,0.900,-2.246,-2.697,10,elnino,0.900
FI,2003,DJF,snow_cover_days,90.000,8.201,7.667,10,elnino,0.900
FI,2003,DJF,snow_depth,35.292,5.252,7.332,10,elnino,0.900
FI,2003,DJF,snow_max,53.800,2.053,3.861,10,elnino,0.900
FI,2003,DJF,thaw_days,18.769,-13.583,-11.096,13,elnino,0.900
FI,2003,DJF,tmax_mean,-7.151,-3.599,-3.009,13,elnino,0.900
FI,2003,DJF,tmean,-11.253,-4.511,-3.879,13,elnino,0.900
FI,2003,DJF,tmin_mean,-15.835,-5.471,-4.737,13,elnino,0.900
FI,2003,JFM,frost_days,85.462,3.077,3.189,13,elnino,0.900
FI,2003,JFM,ice_days,51.692,-1.357,-2.450,13,elnino,0.900
FI,2003,JFM,precip,73.580,-26.781,-35.018,10,elnino,0.900
FI,2003,JFM,precip_days,19.800,-4.567,-6.558,10,elnino,0.900
FI,2003,JFM,rain_on_snow_days,2.100,-1.274,-1.949,10,elnino,0.900
FI,2003,JFM,snow_cover_days,88.300,4.229,3.329,10,elnino,0.900
FI,2003,JFM,snow_depth,41.766,3.009,5.378,10,elnino,0.900
FI,2003,JFM,snow_max,54.300,-3.038,-0.375,10,elnino,0.900
