level,unit,season,metric,variant,g1,g2,n1,n2,diff,ci_lo,ci_hi,p_perm,p_welch,p_mwu,cohen_d
site,ghcn_SWE00140492,JFM,precip,anom_dt,super,elnino,3,20,1.4681,-31.1943,34.1306,0.9550,0.9162,0.9656,0.0382
site,ghcn_SWE00140492,JFM,precip,anom_dt,super,neutral,3,29,6.7975,-26.0661,39.6611,0.7598,0.6013,0.8077,0.1922
site,ghcn_SWE00140492,JFM,precip,anom_dt,elnino,neutral,20,29,5.3294,-15.8045,26.9823,0.6299,0.6368,0.8309,0.1408
site,ghcn_SWE00140492,JFM,precip,anom_dt,super,lanina,3,25,15.2361,-17.5305,48.0026,0.4539,0.2737,0.3907,0.4509
site,ghcn_SWE00140492,JFM,precip,anom_dt,lanina,neutral,25,29,-8.4385,-27.3254,9.8233,0.3867,0.3881,0.3489,-0.2368
site,ghcn_SWE00140492,JFM,precip_days,value,super,elnino,3,20,3.5333,-4.2038,11.2705,0.3859,0.2740,0.2927,0.5327
site,ghcn_SWE00140492,JFM,precip_days,value,super,neutral,3,29,7.5747,-0.8203,15.9698,0.0254,0.0634,0.0323,1.4066
site,ghcn_SWE00140492,JFM,precip_days,value,elnino,neutral,20,29,4.0414,0.4825,7.6087,0.0290,0.0346,0.0490,0.6664
site,ghcn_SWE00140492,JFM,precip_days,value,super,lanina,3,25,6.7333,-1.2435,14.7102,0.0852,0.0764,0.0742,1.0757
site,ghcn_SWE00140492,JFM,precip_days,value,lanina,neutral,25,29,0.8414,-2.2388,4.0416,0.6105,0.6093,0.6266,0.1421
site,ghcn_SWE00140492,JFM,precip_days,anom,super,elnino,3,20,3.5333,-4.2038,11.2705,0.3971,0.2740,0.2927,0.5327
site,ghcn_SWE00140492,JFM,precip_days,anom,super,neutral,3,29,7.5747,-0.8203,15.9698,0.0256,0.0634,0.0323,1.4066
site,ghcn_SWE00140492,JFM,precip_days,anom,elnino,neutral,20,29,4.0414,0.5034,7.5656,0.0286,0.0346,0.0490,0.6664
site,ghcn_SWE00140492,JFM,precip_days,anom,super,lanina,3,25,6.7333,-1.2435,14.7102,0.0916,0.0764,0.0742,1.0757
site,ghcn_SWE00140492,JFM,precip_days,anom,lanina,neutral,25,29,0.8414,-2.3932,4.1091,0.6085,0.6093,0.6266,0.1421
site,ghcn_SWE00140492,JFM,precip_days,anom_dt,super,elnino,3,20,2.7472,-3.7210,9.2154,0.4533,0.3149,0.4574,0.4487
site,ghcn_SWE00140492,JFM,precip_days,anom_dt,super,neutral,3,29,6.1492,-0.6302,12.9286,0.0772,0.0639,0.1105,1.1099
site,ghcn_SWE00140492,JFM,precip_days,anom_dt,elnino,neutral,20,29,3.4020,-0.0285,6.7691,0.0574,0.0615,0.0933,0.5722
site,ghcn_SWE00140492,JFM,precip_days,anom_dt,super,lanina,3,25,6.0231,-0.6019,12.6482,0.1072,0.0644,0.0623,1.0456
site,ghcn_SWE00140492,JFM,precip_days,anom_dt,lanina,neutral,25,29,0.1261,-2.8192,3.1775,0.9336,0.9368,0.9033,0.0218
site,ghcn_SWE00140492,JFM,rain_on_snow_days,value,super,elnino,3,20,-0.2833,-2.4979,1.9313,0.8778,0.7396,1.0000,-0.1513
site,ghcn_SWE00140492,JFM,rain_on_snow_days,value,super,neutral,3,29,-0.0920,-2.3975,2.2136,1.0000,0.9098,0.7872,-0.0504
site,ghcn_SWE00140492,JFM,rain_on_snow_days,value,elnino,neutral,20,29,0.1914,-0.8450,1.2517,0.7622,0.7314,0.7382,0.1011
site,ghcn_SWE00140492,JFM,rain_on_snow_days,value,super,lanina,3,25,0.5467,-1.8415,2.9348,0.7552,0.5105,0.2666,0.3748
site,ghcn_SWE00140492,JFM,rain_on_snow_days,value,lanina,neutral,25,29,-0.6386,-1.4938,0.2124,0.1762,0.1670,0.1239,-0.3761
site,ghcn_SWE00140492,JFM,rain_on_snow_days,anom,super,elnino,3,20,-0.2833,-2.4979,1.9313,0.8762,0.7396,1.0000,-0.1513
site,ghcn_SWE00140492,JFM,rain_on_snow_days,anom,super,neutral,3,29,-0.0920,-2.3975,2.2136,1.0000,0.9098,0.7872,-0.0504
site,ghcn_SWE00140492,JFM,rain_on_snow_days,anom,elnino,neutral,20,29,0.1914,-0.8621,1.2948,0.7630,0.7314,0.7382,0.1011
site,ghcn_SWE00140492,JFM,rain_on_snow_days,anom,super,lanina,3,25,0.5467,-1.8415,2.9348,0.7572,0.5105,0.2666,0.3748
site,ghcn_SWE00140492,JFM,rain_on_snow_days,anom,lanina,neutral,25,29,-0.6386,-1.5325,0.2318,0.1792,0.1670,0.1239,-0.3761
site,ghcn_SWE00140492,JFM,rain_on_snow_days,anom_dt,super,elnino,3,20,-0.5402,-1.9742,0.8937,0.6045,0.3872,0.8978,-0.3365
site,ghcn_SWE00140492,JFM,rain_on_snow_days,anom_dt,super,neutral,3,29,-0.5580,-1.9928,0.8767,0.6193,0.3559,0.7605,-0.3316
site,ghcn_SWE00140492,JFM,rain_on_snow_days,anom_dt,elnino,neutral,20,29,-0.0178,-0.9761,0.9345,0.9678,0.9714,0.9594,-0.0104
site,ghcn_SWE00140492,JFM,rain_on_snow_days,anom_dt,super,lanina,3,25,0.3146,-1.1391,1.7683,0.7588,0.5816,0.2186,0.2238
site,ghcn_SWE00140492,JFM,rain_on_snow_days,anom_dt,lanina,neutral,25,29,-0.8726,-1.7026,-0.0270,0.0448,0.0487,0.0102,-0.5435
site,ghcn_SWE00140492,JFM,snow_cover_days,value,super,elnino,3,20,0.4833,-0.7153,1.6820,0.6941,0.3939,0.7918,0.2625
site,ghcn_SWE00140492,JFM,snow_cover_days,value,super,neutral,3,29,0.7471,-0.4061,1.9003,0.5431,0.1802,0.3699,0.3593
site,ghcn_SWE00140492,JFM,snow_cover_days,value,elnino,neutral,20,29,0.2638,-0.8966,1.3536,0.6981,0.6554,0.3485,0.1280
site,ghcn_SWE00140492,JFM,snow_cover_days,value,super,lanina,3,25,0.2933,-0.7976,1.3843,0.7560,0.5403,0.9294,0.1970
site,ghcn_SWE00140492,JFM,snow_cover_days,value,lanina,neutral,25,29,0.4538,-0.4979,1.4745,0.3433,0.3720,0.1181,0.2399
site,ghcn_SWE00140492,JFM,snow_cover_days,anom,super,elnino,3,20,0.4833,-0.7153,1.6820,0.6897,0.3939,0.7918,0.2625
site,ghcn_SWE00140492,JFM,snow_cover_days,anom,super,neutral,3,29,0.7471,-0.4061,1.9003,0.5387,0.1802,0.3699,0.3593
site,ghcn_SWE00140492,JFM,snow_cover_days,anom,elnino,neutral,20,29,0.2638,-0.9121,1.3449,0.6917,0.6554,0.3485,0.1280
site,ghcn_SWE00140492,JFM,snow_cover_days,anom,super,lanina,3,25,0.2933,-0.7976,1.3843,0.7471,0.5403,0.9294,0.1970
site,ghcn_SWE00140492,JFM,snow_cover_days,anom,lanina,neutral,25,29,0.4538,-0.4966,1.4926,0.3345,0.3720,0.1181,0.2399
site,ghcn_SWE00140492,JFM,snow_cover_days,anom_dt,super,elnino,3,20,0.6104,-0.8977,2.1186,0.3973,0.3650,0.6347,0.3337
site,ghcn_SWE00140492,JFM,snow_cover_days,anom_dt,super,neutral,3,29,0.9778,-0.5134,2.4691,0.2513,0.1557,0.1847,0.4987
site,ghcn_SWE00140492,JFM,snow_cover_days,anom_dt,elnino,neutral,20,29,0.3674,-0.7693,1.4586,0.5417,0.5209,0.1761,0.1861
site,ghcn_SWE00140492,JFM,snow_cover_days,anom_dt,super,lanina,3,25,0.4082,-1.0979,1.9143,0.4735,0.5042,0.9444,0.2600
site,ghcn_SWE00140492,JFM,snow_cover_days,anom_dt,lanina,neutral,25,29,0.5696,-0.3501,1.5539,0.2609,0.2552,0.0220,0.3089
site,ghcn_SWE00140492,JFM,snow_depth,value,super,elnino,3,20,1.6147,-33.6174,36.8468,0.8776,0.8864,1.0000,0.0960
site,ghcn_SWE00140492,JFM,snow_depth,value,super,neutral,3,29,-1.8052,-37.6630,34.0527,0.8774,0.8723,0.9032,-0.0978
site,ghcn_SWE00140492,JFM,snow_depth,value,elnino,neutral,20,29,-3.4199,-13.2098,6.2319,0.5061,0.5067,0.5350,-0.1910
site,ghcn_SWE00140492,JFM,snow_depth,value,super,lanina,3,25,-0.5808,-37.2325,36.0709,0.9580,0.9583,0.9444,-0.0375
site,ghcn_SWE00140492,JFM,snow_depth,value,lanina,neutral,25,29,-1.2244,-9.8688,7.4951,0.7988,0.7924,0.7880,-0.0712
site,ghcn_SWE00140492,JFM,snow_depth,anom,super,elnino,3,20,1.6149,-33.6164,36.8463,0.8708,0.8864,1.0000,0.0961
site,ghcn_SWE00140492,JFM,snow_depth,anom,super,neutral,3,29,-1.8050,-37.6621,34.0521,0.8726,0.8723,0.9032,-0.0978
site,ghcn_SWE00140492,JFM,snow_depth,anom,elnino,neutral,20,29,-3.4199,-13.3870,6.0866,0.5227,0.5067,0.5350,-0.1910
site,ghcn_SWE00140492,JFM,snow_depth,anom,super,lanina,3,25,-0.5806,-37.2316,36.0703,0.9572,0.9584,0.9444,-0.0374
site,ghcn_SWE00140492,JFM,snow_depth,anom,lanina,neutral,25,29,-1.2244,-10.2941,7.6726,0.7974,0.7924,0.7880,-0.0712
site,ghcn_SWE00140492,JFM,snow_depth,anom_dt,super,elnino,3,20,2.6922,-32.5870,37.9715,0.8112,0.8130,1.0000,0.1589
site,ghcn_SWE00140492,JFM,snow_depth,anom_dt,super,neutral,3,29,0.1486,-36.3368,36.6340,0.9912,0.9894,1.0000,0.0086
site,ghcn_SWE00140492,JFM,snow_depth,anom_dt,elnino,neutral,20,29,-2.5436,-11.9687,7.0425,0.6121,0.6115,0.6619,-0.1483
site,ghcn_SWE00140492,JFM,snow_depth,anom_dt,super,lanina,3,25,0.3925,-35.9652,36.7501,0.9642,0.9720,0.9444,0.0240
site,ghcn_SWE00140492,JFM,snow_depth,anom_dt,lanina,neutral,25,29,-0.2439,-8.6340,8.5746,0.9574,0.9578,0.9447,-0.0145
site,ghcn_SWE00140492,JFM,snow_max,value,super,elnino,3,20,0.2333,-32.0916,32.5583,0.9904,0.9838,1.0000,0.0106
site,ghcn_SWE00140492,JFM,snow_max,value,super,neutral,3,29,-0.5287,-34.9604,33.9029,0.9772,0.9620,0.8461,-0.0263
site,ghcn_SWE00140492,JFM,snow_max,value,elnino,neutral,20,29,-0.7621,-13.2105,11.2226,0.9098,0.9046,0.8387,-0.0358
site,ghcn_SWE00140492,JFM,snow_max,value,super,lanina,3,25,1.4133,-32.5034,35.3300,0.9180,0.8995,0.7946,0.0707
site,ghcn_SWE00140492,JFM,snow_max,value,lanina,neutral,25,29,-1.9421,-12.5490,8.7780,0.7285,0.7276,0.9446,-0.0956
site,ghcn_SWE00140492,JFM,snow_max,anom,super,elnino,3,20,0.2333,-32.0916,32.5583,0.9932,0.9838,1.0000,0.0106
site,ghcn_SWE00140492,JFM,snow_max,anom,super,neutral,3,29,-0.5287,-34.9604,33.9029,0.9758,0.9620,0.8461,-0.0263
site,ghcn_SWE00140492,JFM,snow_max,anom,elnino,neutral,20,29,-0.7621,-12.6799,11.1261,0.8964,0.9046,0.8387,-0.0358
site,ghcn_SWE00140492,JFM,snow_max,anom,super,lanina,3,25,1.4133,-32.5034,35.3300,0.9166,0.8995,0.7946,0.0707
site,ghcn_SWE00140492,JFM,snow_max,anom,lanina,neutral,25,29,-1.9421,-12.8287,8.9150,0.7235,0.7276,0.9446,-0.0956
site,ghcn_SWE00140492,JFM,snow_max,anom_dt,super,elnino,3,20,0.7024,-31.7709,33.1757,0.9560,0.9516,1.0000,0.0315
site,ghcn_SWE00140492,JFM,snow_max,anom_dt,super,neutral,3,29,0.3216,-34.5319,35.1751,0.9772,0.9769,0.8552,0.0164
site,ghcn_SWE00140492,JFM,snow_max,anom_dt,elnino,neutral,20,29,-0.3808,-12.3624,11.9060,0.9516,0.9520,0.9109,-0.0181
site,ghcn_SWE00140492,JFM,snow_max,anom_dt,super,lanina,3,25,1.8371,-32.1564,35.8306,0.8862,0.8706,0.7796,0.0903
site,ghcn_SWE00140492,JFM,snow_max,anom_dt,lanina,neutral,25,29,-1.5155,-12.5625,8.9009,0.7876,0.7852,0.9585,-0.0750
site,ghcn_SWE00140492,JFM,thaw_days,value,super,elnino,3,20,2.3167,-6.3693,11.0026,0.8246,0.5849,0.6479,0.1390
site,ghcn_SWE00140492,JFM,thaw_days,value,super,neutral,3,29,3.3908,-2.3332,9.1149,0.6571,0.2281,0.4968,0.2843
site,ghcn_SWE00140492,JFM,thaw_days,value,elnino,neutral,20,29,1.0741,-7.5401,9.8521,0.8088,0.8142,0.9432,0.0734
site,ghcn_SWE00140492,JFM,thaw_days,value,super,lanina,3,25,6.9609,0.7815,13.1404,0.3641,0.0293,0.1932,0.5636
site,ghcn_SWE00140492,JFM,thaw_days,value,lanina,neutral,25,29,-3.5701,-10.1765,3.2290,0.2965,0.3042,0.2556,-0.2842
site,ghcn_SWE00140492,JFM,thaw_days,anom,super,elnino,3,20,2.3167,-6.3693,11.0026,0.8196,0.5849,0.6479,0.1390
site,ghcn_SWE00140492,JFM,thaw_days,anom,super,neutral,3,29,3.3908,-2.3332,9.1149,0.6549,0.2281,0.4968,0.2843
site,ghcn_SWE00140492,JFM,thaw_days,anom,elnino,neutral,20,29,1.0741,-7.1474,10.0036,0.8056,0.8142,0.9432,0.0734
site,ghcn_SWE00140492,JFM,thaw_days,anom,super,lanina,3,25,6.9610,0.7816,13.1404,0.3557,0.0293,0.1932,0.5636
site,ghcn_SWE00140492,JFM,thaw_days,anom,lanina,neutral,25,29,-3.5702,-9.9621,3.2044,0.3073,0.3042,0.2556,-0.2842
site,ghcn_SWE00140492,JFM,thaw_days,anom_dt,super,elnino,3,20,0.1235,-12.3229,12.5699,0.9832,0.9815,0.8978,0.0085
site,ghcn_SWE00140492,JFM,thaw_days,anom_dt,super,neutral,3,29,-0.5864,-13.6351,12.4623,0.9322,0.8998,0.9516,-0.0544
site,ghcn_SWE00140492,JFM,thaw_days,anom_dt,elnino,neutral,20,29,-0.7099,-8.1682,6.8888,0.8536,0.8590,0.8150,-0.0552
site,ghcn_SWE00140492,JFM,thaw_days,anom_dt,super,lanina,3,25,4.9796,-7.6138,17.5731,0.5127,0.3345,0.2186,0.4116
site,ghcn_SWE00140492,JFM,thaw_days,anom_dt,lanina,neutral,25,29,-5.5660,-11.5964,0.5210,0.0886,0.0906,0.0634,-0.4756
site,ghcn_SWE00140492,JFM,tmax_mean,value,super,elnino,3,20,0.7054,-0.9367,2.3475,0.7185,0.3817,0.6979,0.2223
site,ghcn_SWE00140492,JFM,tmax_mean,value,super,neutral,3,29,0.6774,-0.3993,1.7542,0.6345,0.2035,0.4968,0.2934
site,ghcn_SWE00140492,JFM,tmax_mean,value,elnino,neutral,20,29,-0.0280,-1.7056,1.6150,0.9706,0.9745,0.7525,-0.0100
site,ghcn_SWE00140492,JFM,tmax_mean,value,super,lanina,3,25,0.5880,-0.6165,1.7926,0.6971,0.3218,0.4328,0.2362
site,ghcn_SWE00140492,JFM,tmax_mean,value,lanina,neutral,25,29,0.0894,-1.2463,1.4180,0.8898,0.8962,0.8896,0.0360
site,ghcn_SWE00140492,JFM,tmax_mean,anom,super,elnino,3,20,0.7054,-0.9367,2.3475,0.7207,0.3817,0.6979,0.2223
site,ghcn_SWE00140492,JFM,tmax_mean,anom,super,neutral,3,29,0.6774,-0.3993,1.7542,0.6239,0.2035,0.4968,0.2934
site,ghcn_SWE00140492,JFM,tmax_mean,anom,elnino,neutral,20,29,-0.0280,-1.6330,1.5837,0.9730,0.9745,0.7525,-0.0100
site,ghcn_SWE00140492,JFM,tmax_mean,anom,super,lanina,3,25,0.5880,-0.6165,1.7926,0.7001,0.3218,0.4328,0.2362
site,ghcn_SWE00140492,JFM,tmax_mean,anom,lanina,neutral,25,29,0.0894,-1.2393,1.4116,0.9028,0.8962,0.8896,0.0360
site,ghcn_SWE00140492,JFM,tmax_mean,anom_dt,super,elnino,3,20,0.3024,-1.8586,2.4633,0.8610,0.7546,0.8978,0.1043
site,ghcn_SWE00140492,JFM,tmax_mean,anom_dt,super,neutral,3,29,-0.0530,-2.1958,2.0898,0.9710,0.9480,0.8552,-0.0249
site,ghcn_SWE00140492,JFM,tmax_mean,anom_dt,elnino,neutral,20,29,-0.3554,-1.8652,1.1459,0.6297,0.6556,0.7836,-0.1388
site,ghcn_SWE00140492,JFM,tmax_mean,anom_dt,super,lanina,3,25,0.2240,-1.8751,2.3231,0.8652,0.7930,0.7796,0.0947
site,ghcn_SWE00140492,JFM,tmax_mean,anom_dt,lanina,neutral,25,29,-0.2770,-1.5042,0.9787,0.6683,0.6645,0.6772,-0.1201
site,ghcn_SWE00140492,JFM,tmean,value,super,elnino,3,20,0.9316,-0.9033,2.7665,0.6655,0.3029,0.5726,0.2641
site,ghcn_SWE00140492,JFM,tmean,value,super,neutral,3,29,1.1000,-0.1509,2.3508,0.5109,0.0814,0.3488,0.4101
site,ghcn_SWE00140492,JFM,tmean,value,elnino,neutral,20,29,0.1684,-1.7544,1.8995,0.8558,0.8640,0.6182,0.0529
site,ghcn_SWE00140492,JFM,tmean,value,super,lanina,3,25,0.7656,-0.5412,2.0723,0.6263,0.2353,0.4328,0.2913
site,ghcn_SWE00140492,JFM,tmean,value,lanina,neutral,25,29,0.3344,-1.0882,1.8152,0.6563,0.6579,0.6149,0.1214
site,ghcn_SWE00140492,JFM,tmean,anom,super,elnino,3,20,0.9320,-0.9032,2.7671,0.6629,0.3028,0.5726,0.2642
site,ghcn_SWE00140492,JFM,tmean,anom,super,neutral,3,29,1.1003,-0.1510,2.3516,0.5175,0.0814,0.3488,0.4102
site,ghcn_SWE00140492,JFM,tmean,anom,elnino,neutral,20,29,0.1683,-1.7959,2.0622,0.8520,0.8640,0.6182,0.0529
site,ghcn_SWE00140492,JFM,tmean,anom,super,lanina,3,25,0.7659,-0.5412,2.0731,0.6273,0.2352,0.4328,0.2914
site,ghcn_SWE00140492,JFM,tmean,anom,lanina,neutral,25,29,0.3343,-1.1493,1.7202,0.6661,0.6580,0.6149,0.1214
site,ghcn_SWE00140492,JFM,tmean,anom_dt,super,elnino,3,20,0.4095,-1.9623,2.7813,0.8382,0.6995,0.9656,0.1298
site,ghcn_SWE00140492,JFM,tmean,anom_dt,super,neutral,3,29,0.1535,-2.2038,2.5108,0.9164,0.8639,0.9032,0.0653
site,ghcn_SWE00140492,JFM,tmean,anom_dt,elnino,neutral,20,29,-0.2560,-1.8720,1.3466,0.7469,0.7683,0.8948,-0.0914
site,ghcn_SWE00140492,JFM,tmean,anom_dt,super,lanina,3,25,0.2941,-2.0255,2.6137,0.8348,0.7513,0.6734,0.1189
site,ghcn_SWE00140492,JFM,tmean,anom_dt,lanina,neutral,25,29,-0.1406,-1.3878,1.1474,0.8374,0.8368,0.9585,-0.0568
site,ghcn_SWE00140492,JFM,tmin_mean,value,super,elnino,3,20,1.1570,-0.9434,3.2575,0.6327,0.2643,0.5138,0.2929
site,ghcn_SWE00140492,JFM,tmin_mean,value,super,neutral,3,29,1.5181,-0.0157,3.0520,0.4443,0.0521,0.3165,0.4791
site,ghcn_SWE00140492,JFM,tmin_mean,value,elnino,neutral,20,29,0.3611,-1.6715,2.4515,0.7453,0.7467,0.5484,0.0989
site,ghcn_SWE00140492,JFM,tmin_mean,value,super,lanina,3,25,0.9305,-0.5744,2.4354,0.6099,0.2068,0.4774,0.3310
site,ghcn_SWE00140492,JFM,tmin_mean,value,lanina,neutral,25,29,0.5877,-1.0118,2.1963,0.4977,0.4888,0.5437,0.1886
site,ghcn_SWE00140492,JFM,tmin_mean,anom,super,elnino,3,20,1.1569,-0.9433,3.2571,0.6369,0.2643,0.5138,0.2928
site,ghcn_SWE00140492,JFM,tmin_mean,anom,super,neutral,3,29,1.5181,-0.0155,3.0517,0.4305,0.0521,0.3165,0.4791
site,ghcn_SWE00140492,JFM,tmin_mean,anom,elnino,neutral,20,29,0.3612,-1.7960,2.4421,0.7311,0.7466,0.5484,0.0989
site,ghcn_SWE00140492,JFM,tmin_mean,anom,super,lanina,3,25,0.9303,-0.5743,2.4349,0.5957,0.2068,0.4774,0.3310
site,ghcn_SWE00140492,JFM,tmin_mean,anom,lanina,neutral,25,29,0.5878,-1.0677,2.1921,0.5051,0.4887,0.5437,0.1887
site,ghcn_SWE00140492,JFM,tmin_mean,anom_dt,super,elnino,3,20,0.5153,-2.1020,3.1327,0.8086,0.6603,0.8978,0.1480
site,ghcn_SWE00140492,JFM,tmin_mean,anom_dt,super,neutral,3,29,0.3548,-2.2322,2.9418,0.8294,0.7233,0.7141,0.1321
site,ghcn_SWE00140492,JFM,tmin_mean,anom_dt,elnino,neutral,20,29,-0.1606,-2.0226,1.6751,0.8596,0.8682,0.9432,-0.0511
site,ghcn_SWE00140492,JFM,tmin_mean,anom_dt,super,lanina,3,25,0.3507,-2.2192,2.9206,0.8130,0.7297,0.7796,0.1335
site,ghcn_SWE00140492,JFM,tmin_mean,anom_dt,lanina,neutral,25,29,0.0041,-1.4228,1.3951,0.9962,0.9956,0.9447,0.0015
site,ghcn_SWE00140492,NDJFM,frost_days,value,super,elnino,3,20,-0.6963,-5.7714,4.3787,0.8880,0.7564,0.6809,-0.1063
site,ghcn_SWE00140492,NDJFM,frost_days,value,super,neutral,3,29,-0.4469,-5.5495,4.6557,0.9456,0.8457,0.6739,-0.0529
site,ghcn_SWE00140492,NDJFM,frost_days,value,elnino,neutral,20,29,0.2495,-3.9334,4.6553,0.9274,0.9112,0.8466,0.0312
site,ghcn_SWE00140492,NDJFM,frost_days,value,super,lanina,3,24,-0.8717,-6.0092,4.2659,0.8742,0.7074,0.4162,-0.1124
site,ghcn_SWE00140492,NDJFM,frost_days,value,lanina,neutral,24,29,0.4248,-4.0592,4.8268,0.8506,0.8546,0.9643,0.0505
site,ghcn_SWE00140492,NDJFM,frost_days,anom,super,elnino,3,20,-0.6963,-5.7713,4.3787,0.8810,0.7564,0.6809,-0.1062
site,ghcn_SWE00140492,NDJFM,frost_days,anom,super,neutral,3,29,-0.4469,-5.5495,4.6557,0.9510,0.8457,0.6739,-0.0529
site,ghcn_SWE00140492,NDJFM,frost_days,anom,elnino,neutral,20,29,0.2494,-3.8972,4.4802,0.9214,0.9113,0.8466,0.0312
site,ghcn_SWE00140492,NDJFM,frost_days,anom,super,lanina,3,24,-0.8717,-6.0092,4.2659,0.8756,0.7074,0.4162,-0.1124
site,ghcn_SWE00140492,NDJFM,frost_days,anom,lanina,neutral,24,29,0.4248,-3.9709,4.7765,0.8604,0.8546,0.9643,0.0505
site,ghcn_SWE00140492,NDJFM,frost_days,anom_dt,super,elnino,3,20,0.7001,-1.9530,3.3532,0.8032,0.5863,0.6347,0.1463
site,ghcn_SWE00140492,NDJFM,frost_days,anom_dt,super,neutral,3,29,2.0855,-1.1415,5.3124,0.6715,0.1962,0.8552,0.2736
site,ghcn_SWE00140492,NDJFM,frost_days,anom_dt,elnino,neutral,20,29,1.3853,-2.2194,4.8676,0.4821,0.4564,0.8787,0.2016
site,ghcn_SWE00140492,NDJFM,frost_days,anom_dt,super,lanina,3,24,0.4423,-2.9651,3.8496,0.9256,0.7912,0.9135,0.0608
site,ghcn_SWE00140492,NDJFM,frost_days,anom_dt,lanina,neutral,24,29,1.6432,-2.3348,5.7912,0.4471,0.4440,0.5259,0.2121
site,ghcn_SWE00140492,NDJFM,ice_days,value,super,elnino,3,20,-7.1167,-25.0497,10.8163,0.6269,0.3741,0.4648,-0.3265
site,ghcn_SWE00140492,NDJFM,ice_days,value,super,neutral,3,29,-9.0290,-27.4140,9.3561,0.3943,0.2347,0.2854,-0.5340
site,ghcn_SWE00140492,NDJFM,ice_days,value,elnino,neutral,20,29,-1.9123,-13.7159,9.4409,0.7429,0.7523,0.7834,-0.0972
site,ghcn_SWE00140492,NDJFM,ice_days,value,super,lanina,3,24,-10.8333,-29.1148,7.4482,0.2893,0.1707,0.2966,-0.6819
site,ghcn_SWE00140492,NDJFM,ice_days,value,lanina,neutral,24,29,1.8044,-6.7098,10.5476,0.6941,0.6985,0.7140,0.1069
site,ghcn_SWE00140492,NDJFM,ice_days,anom,super,elnino,3,20,-7.1167,-25.0497,10.8163,0.6005,0.3741,0.4648,-0.3265
site,ghcn_SWE00140492,NDJFM,ice_days,anom,super,neutral,3,29,-9.0290,-27.4140,9.3561,0.3969,0.2347,0.2854,-0.5340
site,ghcn_SWE00140492,NDJFM,ice_days,anom,elnino,neutral,20,29,-1.9123,-13.6465,9.6514,0.7449,0.7523,0.7834,-0.0972
site,ghcn_SWE00140492,NDJFM,ice_days,anom,super,lanina,3,24,-10.8333,-29.1148,7.4482,0.2783,0.1707,0.2966,-0.6819
site,ghcn_SWE00140492,NDJFM,ice_days,anom,lanina,neutral,24,29,1.8044,-7.0219,10.7382,0.7045,0.6985,0.7140,0.1069
site,ghcn_SWE00140492,NDJFM,ice_days,anom_dt,super,elnino,3,20,-4.0479,-22.2599,14.1641,0.7353,0.5959,0.5726,-0.2088
site,ghcn_SWE00140492,NDJFM,ice_days,anom_dt,super,neutral,3,29,-3.4645,-22.8880,15.9590,0.7253,0.6168,0.6508,-0.2326
site,ghcn_SWE00140492,NDJFM,ice_days,anom_dt,elnino,neutral,20,29,0.5834,-9.7927,10.8423,0.9108,0.9132,0.6326,0.0336
site,ghcn_SWE00140492,NDJFM,ice_days,anom_dt,super,lanina,3,24,-7.9455,-26.8714,10.9803,0.4007,0.2935,0.3132,-0.5195
site,ghcn_SWE00140492,NDJFM,ice_days,anom_dt,lanina,neutral,24,29,4.4811,-4.0095,12.2434,0.2969,0.2991,0.2718,0.2905
site,ghcn_SWE00140492,NDJFM,precip,value,super,elnino,3,20,20.5183,-29.3616,70.3982,0.5925,0.3579,0.5138,0.3388
site,ghcn_SWE00140492,NDJFM,precip,value,super,neutral,3,29,31.7920,-19.9621,83.5461,0.2430,0.1536,0.2445,0.7164
site,ghcn_SWE00140492,NDJFM,precip,value,elnino,neutral,20,29,11.2736,-19.9507,42.8981,0.4755,0.4977,0.6991,0.2117
site,ghcn_SWE00140492,NDJFM,precip,value,super,lanina,3,24,20.2708,-29.2608,69.8025,0.6011,0.3559,0.3515,0.3185
site,ghcn_SWE00140492,NDJFM,precip,value,lanina,neutral,24,29,11.5211,-17.8004,41.2367,0.4485,0.4723,0.6551,0.2073
site,ghcn_SWE00140492,NDJFM,precip,anom,super,elnino,3,20,20.5183,-29.3616,70.3982,0.5893,0.3579,0.5138,0.3388
site,ghcn_SWE00140492,NDJFM,precip,anom,super,neutral,3,29,31.7920,-19.9621,83.5461,0.2446,0.1536,0.2445,0.7164
site,ghcn_SWE00140492,NDJFM,precip,anom,elnino,neutral,20,29,11.2736,-18.0399,43.2884,0.4609,0.4977,0.6991,0.2117
site,ghcn_SWE00140492,NDJFM,precip,anom,super,lanina,3,24,20.2708,-29.2608,69.8025,0.5961,0.3559,0.3515,0.3185
site,ghcn_SWE00140492,NDJFM,precip,anom,lanina,neutral,24,29,11.5211,-18.8224,42.5025,0.4555,0.4723,0.6551,0.2073
site,ghcn_SWE00140492,NDJFM,precip,anom_dt,super,elnino,3,20,10.2507,-16.8521,37.3535,0.7367,0.4385,0.6979,0.2060
site,ghcn_SWE00140492,NDJFM,precip,anom_dt,super,neutral,3,29,13.1741,-8.1535,34.5018,0.5947,0.2079,0.6685,0.3047
site,ghcn_SWE00140492,NDJFM,precip,anom_dt,elnino,neutral,20,29,2.9235,-24.9101,29.8000,0.8278,0.8394,0.9271,0.0611
site,ghcn_SWE00140492,NDJFM,precip,anom_dt,super,lanina,3,24,10.6089,-16.9003,38.1180,0.7556,0.4324,0.5826,0.1876
