level,unit,season,metric,variant,group,n,mean,median,sd,ci_lo,ci_hi
site,ghcn_IC000004030,DJF,tmin_mean,anom_dt,super,3,-0.4537,-0.7950,0.9312,-2.7668,1.8595
site,ghcn_IC000004030,DJF,tmin_mean,anom_dt,elnino,20,0.0008,-0.2575,1.4655,-0.5936,0.6347
site,ghcn_IC000004030,DJF,tmin_mean,anom_dt,neutral,29,0.1890,-0.0860,1.0990,-0.1977,0.5855
site,ghcn_IC000004030,DJF,tmin_mean,anom_dt,lanina,25,-0.1653,-0.1960,1.0826,-0.5717,0.2592
site,ghcn_IC000004030,JFM,frost_days,value,super,3,64.3333,64.0000,2.5166,58.0817,70.5849
site,ghcn_IC000004030,JFM,frost_days,value,elnino,20,56.4500,60.0000,15.4357,49.7488,62.7500
site,ghcn_IC000004030,JFM,frost_days,value,neutral,29,57.1034,60.0000,12.0959,52.6552,61.2414
site,ghcn_IC000004030,JFM,frost_days,value,lanina,25,57.6400,53.0000,13.4160,52.7990,62.6000
site,ghcn_IC000004030,JFM,frost_days,anom,super,3,8.9333,8.6000,2.5166,2.6817,15.1849
site,ghcn_IC000004030,JFM,frost_days,anom,elnino,20,1.0500,4.6000,15.4357,-5.6513,7.1500
site,ghcn_IC000004030,JFM,frost_days,anom,neutral,29,1.7034,4.6000,12.0959,-2.6759,6.0138
site,ghcn_IC000004030,JFM,frost_days,anom,lanina,25,2.2400,-2.4000,13.4160,-2.8400,7.5200
site,ghcn_IC000004030,JFM,frost_days,anom_dt,super,3,7.1920,6.4980,2.3743,1.2938,13.0902
site,ghcn_IC000004030,JFM,frost_days,anom_dt,elnino,20,-0.8922,2.8475,15.4798,-7.8012,5.5114
site,ghcn_IC000004030,JFM,frost_days,anom_dt,neutral,29,-0.4021,2.4750,12.0155,-4.7831,3.8123
site,ghcn_IC000004030,JFM,frost_days,anom_dt,lanina,25,0.3172,-3.7130,13.4134,-4.7524,5.4873
site,ghcn_IC000004030,JFM,ice_days,value,super,3,19.6667,19.0000,8.0208,-0.2581,39.5915
site,ghcn_IC000004030,JFM,ice_days,value,elnino,20,18.4500,16.5000,9.4059,14.5500,22.4000
site,ghcn_IC000004030,JFM,ice_days,value,neutral,29,17.6552,16.0000,9.7698,14.2060,21.1388
site,ghcn_IC000004030,JFM,ice_days,value,lanina,25,16.8800,16.0000,7.9284,13.8400,19.9200
site,ghcn_IC000004030,JFM,ice_days,anom,super,3,5.6667,5.0000,8.0208,-14.2581,25.5915
site,ghcn_IC000004030,JFM,ice_days,anom,elnino,20,4.4500,2.5000,9.4059,0.5000,8.5000
site,ghcn_IC000004030,JFM,ice_days,anom,neutral,29,3.6552,2.0000,9.7698,0.2060,7.0690
site,ghcn_IC000004030,JFM,ice_days,anom,lanina,25,2.8800,2.0000,7.9284,0.0400,5.9610
site,ghcn_IC000004030,JFM,ice_days,anom_dt,super,3,3.4923,2.6880,5.7717,-10.8453,17.8300
site,ghcn_IC000004030,JFM,ice_days,anom_dt,elnino,20,1.0507,1.8395,8.5470,-2.6581,4.7821
site,ghcn_IC000004030,JFM,ice_days,anom_dt,neutral,29,-0.7403,-3.4860,9.2960,-3.9686,2.6578
site,ghcn_IC000004030,JFM,ice_days,anom_dt,lanina,25,-0.4009,-0.0370,7.5199,-3.3043,2.5253
site,ghcn_IC000004030,JFM,precip,value,super,2,237.8500,237.8500,66.3973,-358.7063,834.4063
site,ghcn_IC000004030,JFM,precip,value,elnino,12,211.4750,221.1000,84.8078,168.2881,258.6606
site,ghcn_IC000004030,JFM,precip,value,neutral,22,239.3818,235.7500,74.7236,209.2035,270.3052
site,ghcn_IC000004030,JFM,precip,value,lanina,15,258.4508,260.2000,88.1211,217.2583,302.2643
site,ghcn_IC000004030,JFM,precip,anom_dt,super,2,-20.6825,-20.6825,81.3731,-751.7912,710.4262
site,ghcn_IC000004030,JFM,precip,anom_dt,elnino,12,-25.0548,-29.6470,85.3329,-71.4322,21.3154
site,ghcn_IC000004030,JFM,precip,anom_dt,neutral,22,5.8149,-8.9920,74.4815,-23.1676,37.7918
site,ghcn_IC000004030,JFM,precip,anom_dt,lanina,15,14.2730,10.8450,78.1387,-23.2987,51.6533
site,ghcn_IC000004030,JFM,precip_days,value,super,2,45.5000,45.5000,10.6066,-49.7965,140.7965
site,ghcn_IC000004030,JFM,precip_days,value,elnino,12,36.8333,33.0000,13.3405,30.1667,44.3333
site,ghcn_IC000004030,JFM,precip_days,value,neutral,22,41.0909,41.0000,9.6506,37.2727,45.0011
site,ghcn_IC000004030,JFM,precip_days,value,lanina,15,46.0401,47.0000,11.7558,40.5138,51.6001
site,ghcn_IC000004030,JFM,precip_days,anom_dt,super,2,-0.0945,-0.0945,13.4852,-121.2545,121.0655
site,ghcn_IC000004030,JFM,precip_days,anom_dt,elnino,12,-4.5318,-5.2090,13.2400,-11.4085,2.6386
site,ghcn_IC000004030,JFM,precip_days,anom_dt,neutral,22,0.2952,-4.3170,9.6274,-3.4153,4.2968
site,ghcn_IC000004030,JFM,precip_days,anom_dt,lanina,15,3.2051,3.7690,9.4210,-1.2701,7.7573
site,ghcn_IC000004030,JFM,thaw_days,value,super,3,69.6667,70.0000,9.5044,46.0565,93.2769
site,ghcn_IC000004030,JFM,thaw_days,value,elnino,20,71.1500,72.5000,9.9275,67.0500,75.2000
site,ghcn_IC000004030,JFM,thaw_days,value,neutral,29,71.5862,74.0000,9.9768,67.9647,75.1379
site,ghcn_IC000004030,JFM,thaw_days,value,lanina,25,72.4800,73.0000,8.3323,69.2400,75.6000
site,ghcn_IC000004030,JFM,thaw_days,anom,super,3,-5.8333,-5.5000,9.5044,-29.4435,17.7769
site,ghcn_IC000004030,JFM,thaw_days,anom,elnino,20,-4.3500,-3.0000,9.9275,-8.6500,-0.1500
site,ghcn_IC000004030,JFM,thaw_days,anom,neutral,29,-3.9138,-1.5000,9.9768,-7.5353,-0.3957
site,ghcn_IC000004030,JFM,thaw_days,anom,lanina,25,-3.0200,-2.5000,8.3323,-6.3400,0.1400
site,ghcn_IC000004030,JFM,thaw_days,anom_dt,super,3,-3.5093,-3.0410,7.2798,-21.5934,14.5747
site,ghcn_IC000004030,JFM,thaw_days,anom_dt,elnino,20,-0.8224,-1.3790,9.1129,-4.6985,2.9857
site,ghcn_IC000004030,JFM,thaw_days,anom_dt,neutral,29,0.5928,3.5820,9.6492,-2.8312,3.9118
site,ghcn_IC000004030,JFM,thaw_days,anom_dt,lanina,25,0.3914,0.6390,7.8780,-2.5991,3.4021
site,ghcn_IC000004030,JFM,tmax_mean,value,super,3,2.6620,2.6230,0.7543,0.7883,4.5357
site,ghcn_IC000004030,JFM,tmax_mean,value,elnino,20,3.0859,3.0880,1.4700,2.4607,3.7662
site,ghcn_IC000004030,JFM,tmax_mean,value,neutral,29,3.0294,2.7690,1.2336,2.5815,3.4744
site,ghcn_IC000004030,JFM,tmax_mean,value,lanina,25,3.2016,3.4830,1.0908,2.7639,3.6018
site,ghcn_IC000004030,JFM,tmax_mean,anom,super,3,-0.9133,-0.9520,0.7547,-2.7882,0.9616
site,ghcn_IC000004030,JFM,tmax_mean,anom,elnino,20,-0.4896,-0.4880,1.4702,-1.0921,0.1579
site,ghcn_IC000004030,JFM,tmax_mean,anom,neutral,29,-0.5463,-0.8070,1.2336,-0.9949,-0.1204
site,ghcn_IC000004030,JFM,tmax_mean,anom,lanina,25,-0.3737,-0.0920,1.0907,-0.7983,0.0316
site,ghcn_IC000004030,JFM,tmax_mean,anom_dt,super,3,-0.5807,-0.6050,0.5179,-1.8673,0.7059
site,ghcn_IC000004030,JFM,tmax_mean,anom_dt,elnino,20,-0.0298,-0.2095,1.4234,-0.5840,0.6103
site,ghcn_IC000004030,JFM,tmax_mean,anom_dt,neutral,29,0.0172,-0.0890,1.1850,-0.4086,0.4453
site,ghcn_IC000004030,JFM,tmax_mean,anom_dt,lanina,25,0.0737,0.0970,1.0609,-0.3479,0.4817
site,ghcn_IC000004030,JFM,tmean,value,super,3,-0.1753,-0.6290,0.8890,-2.3838,2.0331
site,ghcn_IC000004030,JFM,tmean,value,elnino,20,0.4819,0.5515,1.5576,-0.1702,1.1651
site,ghcn_IC000004030,JFM,tmean,value,neutral,29,0.4592,0.3070,1.2834,0.0100,0.9137
site,ghcn_IC000004030,JFM,tmean,value,lanina,25,0.5988,0.7490,1.1064,0.1666,1.0128
site,ghcn_IC000004030,JFM,tmean,anom,super,3,-1.0143,-1.4680,0.8890,-3.2228,1.1941
site,ghcn_IC000004030,JFM,tmean,anom,elnino,20,-0.3576,-0.2885,1.5574,-1.0023,0.3157
site,ghcn_IC000004030,JFM,tmean,anom,neutral,29,-0.3804,-0.5330,1.2833,-0.8610,0.0904
site,ghcn_IC000004030,JFM,tmean,anom,lanina,25,-0.2409,-0.0910,1.1063,-0.6783,0.1761
site,ghcn_IC000004030,JFM,tmean,anom_dt,super,3,-0.8017,-1.1670,0.6996,-2.5396,0.9363
site,ghcn_IC000004030,JFM,tmean,anom_dt,elnino,20,-0.0306,-0.1955,1.5208,-0.6363,0.6416
site,ghcn_IC000004030,JFM,tmean,anom_dt,neutral,29,0.0393,-0.0250,1.2395,-0.4065,0.4824
site,ghcn_IC000004030,JFM,tmean,anom_dt,lanina,25,0.0752,-0.0580,1.0896,-0.3505,0.4905
site,ghcn_IC000004030,JFM,tmin_mean,value,super,3,-2.5983,-3.0780,0.9528,-4.9653,-0.2314
site,ghcn_IC000004030,JFM,tmin_mean,value,elnino,20,-2.0290,-2.0930,1.6663,-2.7276,-1.3016
site,ghcn_IC000004030,JFM,tmin_mean,value,neutral,29,-2.0773,-2.2920,1.3973,-2.5712,-1.5787
site,ghcn_IC000004030,JFM,tmin_mean,value,lanina,25,-1.9866,-1.6190,1.2437,-2.4677,-1.5166
site,ghcn_IC000004030,JFM,tmin_mean,anom,super,3,-0.9547,-1.4340,0.9522,-3.3202,1.4108
site,ghcn_IC000004030,JFM,tmin_mean,anom,elnino,20,-0.3856,-0.4495,1.6664,-1.0954,0.3250
site,ghcn_IC000004030,JFM,tmin_mean,anom,neutral,29,-0.4340,-0.6490,1.3971,-0.9401,0.0688
site,ghcn_IC000004030,JFM,tmin_mean,anom,lanina,25,-0.3433,0.0240,1.2438,-0.8291,0.1286
site,ghcn_IC000004030,JFM,tmin_mean,anom_dt,super,3,-0.6997,-0.9510,0.7608,-2.5896,1.1903
site,ghcn_IC000004030,JFM,tmin_mean,anom_dt,elnino,20,-0.0034,-0.4745,1.6324,-0.6586,0.6993
site,ghcn_IC000004030,JFM,tmin_mean,anom_dt,neutral,29,0.0516,0.0720,1.3448,-0.4313,0.5440
site,ghcn_IC000004030,JFM,tmin_mean,anom_dt,lanina,25,0.0268,0.0850,1.2190,-0.4623,0.4743
site,ghcn_IC000004030,NDJFM,frost_days,value,super,3,101.3333,99.0000,12.6623,69.8785,132.7882
site,ghcn_IC000004030,NDJFM,frost_days,value,elnino,20,89.5500,91.5000,18.9166,81.5487,97.4513
site,ghcn_IC000004030,NDJFM,frost_days,value,neutral,29,93.4138,95.0000,14.7685,88.1379,98.7586
site,ghcn_IC000004030,NDJFM,frost_days,value,lanina,25,95.0400,96.0000,13.6976,89.7200,100.2800
site,ghcn_IC000004030,NDJFM,frost_days,anom,super,3,12.2663,9.9330,12.6623,-19.1885,43.7212
site,ghcn_IC000004030,NDJFM,frost_days,anom,elnino,20,0.4830,2.4330,18.9166,-8.0670,8.3355
site,ghcn_IC000004030,NDJFM,frost_days,anom,neutral,29,4.3468,5.9330,14.7685,-0.8256,9.5192
site,ghcn_IC000004030,NDJFM,frost_days,anom,lanina,25,5.9730,6.9330,13.6976,0.8130,11.3330
site,ghcn_IC000004030,NDJFM,frost_days,anom_dt,super,3,9.1883,8.5570,11.7617,-20.0294,38.4061
site,ghcn_IC000004030,NDJFM,frost_days,anom_dt,elnino,20,-3.4865,-3.0485,18.8380,-11.9060,4.0549
site,ghcn_IC000004030,NDJFM,frost_days,anom_dt,neutral,29,-0.3475,3.1550,14.6085,-5.5339,4.7618
site,ghcn_IC000004030,NDJFM,frost_days,anom_dt,lanina,25,2.0896,4.0550,13.3780,-3.0461,7.1412
site,ghcn_IC000004030,NDJFM,ice_days,value,super,3,31.0000,24.0000,15.7162,-8.0413,70.0413
site,ghcn_IC000004030,NDJFM,ice_days,value,elnino,20,27.1500,25.5000,11.2824,22.4488,32.0500
site,ghcn_IC000004030,NDJFM,ice_days,value,neutral,29,28.9655,31.0000,12.7349,24.3784,33.4836
site,ghcn_IC000004030,NDJFM,ice_days,value,lanina,25,27.6400,27.0000,10.0701,23.7600,31.4800
site,ghcn_IC000004030,NDJFM,ice_days,anom,super,3,8.3000,1.3000,15.7162,-30.7413,47.3413
site,ghcn_IC000004030,NDJFM,ice_days,anom,elnino,20,4.4500,2.8000,11.2824,-0.4000,9.5000
site,ghcn_IC000004030,NDJFM,ice_days,anom,neutral,29,6.2655,8.3000,12.7349,1.6440,10.7491
site,ghcn_IC000004030,NDJFM,ice_days,anom,lanina,25,4.9400,4.3000,10.0701,1.0190,8.7800
site,ghcn_IC000004030,NDJFM,ice_days,anom_dt,super,3,4.8813,1.0100,13.5416,-28.7579,38.5205
site,ghcn_IC000004030,NDJFM,ice_days,anom_dt,elnino,20,-0.6063,1.2340,9.6684,-4.7766,3.4909
site,ghcn_IC000004030,NDJFM,ice_days,anom_dt,neutral,29,-0.1229,0.3850,12.4947,-4.6406,4.2164
site,ghcn_IC000004030,NDJFM,ice_days,anom_dt,lanina,25,0.0419,-1.3750,9.3000,-3.5618,3.6052
site,ghcn_IC000004030,NDJFM,precip,value,super,2,415.2500,415.2500,79.1252,-295.6622,1126.1622
site,ghcn_IC000004030,NDJFM,precip,value,elnino,12,360.4333,354.2500,118.6349,299.6210,427.4542
site,ghcn_IC000004030,NDJFM,precip,value,neutral,22,413.1045,371.9000,97.9373,372.8860,454.2410
site,ghcn_IC000004030,NDJFM,precip,value,lanina,13,418.9186,402.1000,114.1109,362.6608,479.9020
site,ghcn_IC000004030,NDJFM,precip,anom_dt,super,2,-10.6175,-10.6175,97.0059,-882.1806,860.9456
site,ghcn_IC000004030,NDJFM,precip,anom_dt,elnino,12,-39.1632,-37.0580,115.0656,-100.2082,25.0501
site,ghcn_IC000004030,NDJFM,precip,anom_dt,neutral,22,17.0460,-27.9210,99.3028,-23.2635,59.4739
site,ghcn_IC000004030,NDJFM,precip,anom_dt,lanina,13,8.9372,-12.5950,103.3571,-42.2914,62.5124
site,ghcn_IC000004030,NDJFM,precip_days,value,super,2,73.5000,73.5000,14.8492,-59.9151,206.9151
site,ghcn_IC000004030,NDJFM,precip_days,value,elnino,12,62.5000,63.5000,17.7072,53.3333,72.3333
site,ghcn_IC000004030,NDJFM,precip_days,value,neutral,22,69.6818,66.0000,11.8297,65.2727,74.5455
site,ghcn_IC000004030,NDJFM,precip_days,value,lanina,13,75.3636,69.0000,17.1563,66.7692,84.7272
site,ghcn_IC000004030,NDJFM,precip_days,anom_dt,super,2,0.0845,0.0845,17.6982,-158.9273,159.0963
site,ghcn_IC000004030,NDJFM,precip_days,anom_dt,elnino,12,-6.7294,-4.5205,17.1184,-15.8886,2.4037
site,ghcn_IC000004030,NDJFM,precip_days,anom_dt,neutral,22,1.0160,-0.4835,12.5220,-3.9750,6.2619
site,ghcn_IC000004030,NDJFM,precip_days,anom_dt,lanina,13,4.4794,-3.1770,15.2542,-3.0729,13.1517
site,ghcn_IC000004030,NDJFM,thaw_days,value,super,3,119.0000,128.0000,17.3494,75.9018,162.0982
site,ghcn_IC000004030,NDJFM,thaw_days,value,elnino,20,123.2500,125.0000,11.9070,118.0500,128.4013
site,ghcn_IC000004030,NDJFM,thaw_days,value,neutral,29,120.6552,120.0000,12.8738,116.1371,125.4138
site,ghcn_IC000004030,NDJFM,thaw_days,value,lanina,25,122.1600,123.0000,10.1763,118.2400,126.1200
site,ghcn_IC000004030,NDJFM,thaw_days,anom,super,3,-8.4000,0.6000,17.3494,-51.4982,34.6982
site,ghcn_IC000004030,NDJFM,thaw_days,anom,elnino,20,-4.1500,-2.4000,11.9070,-9.2512,0.8000
site,ghcn_IC000004030,NDJFM,thaw_days,anom,neutral,29,-6.7448,-7.4000,12.8738,-11.3664,-2.1578
site,ghcn_IC000004030,NDJFM,thaw_days,anom,lanina,25,-5.2400,-4.4000,10.1763,-9.2800,-1.4400
site,ghcn_IC000004030,NDJFM,thaw_days,anom_dt,super,3,-4.7923,1.0560,14.9910,-42.0321,32.4474
site,ghcn_IC000004030,NDJFM,thaw_days,anom_dt,elnino,20,1.1076,0.3350,10.3383,-3.2128,5.4983
site,ghcn_IC000004030,NDJFM,thaw_days,anom_dt,neutral,29,-0.1457,-3.0460,12.8378,-4.6481,4.4690
site,ghcn_IC000004030,NDJFM,thaw_days,anom_dt,lanina,25,-0.1419,1.0220,9.2013,-3.6479,3.5103
site,ghcn_IC000004030,NDJFM,tmax_mean,value,super,3,3.0113,3.4160,1.0766,0.3368,5.6858
site,ghcn_IC000004030,NDJFM,tmax_mean,value,elnino,20,3.3923,3.2205,1.0592,2.9402,3.8585
site,ghcn_IC000004030,NDJFM,tmax_mean,value,neutral,29,3.1561,3.3460,1.0136,2.7955,3.5079
site,ghcn_IC000004030,NDJFM,tmax_mean,value,lanina,25,3.2641,3.2270,0.7796,2.9568,3.5565
site,ghcn_IC000004030,NDJFM,tmax_mean,anom,super,3,-0.7243,-0.3190,1.0768,-3.3993,1.9506
site,ghcn_IC000004030,NDJFM,tmax_mean,anom,elnino,20,-0.3434,-0.5155,1.0591,-0.7911,0.1175
site,ghcn_IC000004030,NDJFM,tmax_mean,anom,neutral,29,-0.5797,-0.3900,1.0135,-0.9381,-0.2345
site,ghcn_IC000004030,NDJFM,tmax_mean,anom,lanina,25,-0.4717,-0.5090,0.7796,-0.7878,-0.1769
site,ghcn_IC000004030,NDJFM,tmax_mean,anom_dt,super,3,-0.3990,-0.2470,0.9165,-2.6757,1.8777
site,ghcn_IC000004030,NDJFM,tmax_mean,anom_dt,elnino,20,0.1141,-0.0905,0.9663,-0.2763,0.5359
site,ghcn_IC000004030,NDJFM,tmax_mean,anom_dt,neutral,29,-0.0145,-0.1200,0.9860,-0.3697,0.3277
site,ghcn_IC000004030,NDJFM,tmax_mean,anom_dt,lanina,25,-0.0267,-0.2160,0.7075,-0.3059,0.2463
site,ghcn_IC000004030,NDJFM,tmean,value,super,3,0.3030,0.8510,1.0988,-2.4265,3.0325
site,ghcn_IC000004030,NDJFM,tmean,value,elnino,20,0.8854,0.8810,1.1077,0.4378,1.3725
site,ghcn_IC000004030,NDJFM,tmean,value,neutral,29,0.6812,0.6740,1.0362,0.3172,1.0438
site,ghcn_IC000004030,NDJFM,tmean,value,lanina,25,0.7224,0.6350,0.7493,0.4359,1.0012
site,ghcn_IC000004030,NDJFM,tmean,anom,super,3,-0.8153,-0.2670,1.0984,-3.5440,1.9134
site,ghcn_IC000004030,NDJFM,tmean,anom,elnino,20,-0.2329,-0.2375,1.1076,-0.6827,0.2517
site,ghcn_IC000004030,NDJFM,tmean,anom,neutral,29,-0.4372,-0.4440,1.0362,-0.8113,-0.0601
site,ghcn_IC000004030,NDJFM,tmean,anom,lanina,25,-0.3960,-0.4830,0.7494,-0.6918,-0.1105
site,ghcn_IC000004030,NDJFM,tmean,anom_dt,super,3,-0.5870,-0.2820,0.9221,-2.8777,1.7037
site,ghcn_IC000004030,NDJFM,tmean,anom_dt,elnino,20,0.1226,0.0890,1.0204,-0.2901,0.5721
site,ghcn_IC000004030,NDJFM,tmean,anom_dt,neutral,29,0.0217,-0.1670,0.9984,-0.3250,0.3780
site,ghcn_IC000004030,NDJFM,tmean,anom_dt,lanina,25,-0.0527,-0.0550,0.7005,-0.3120,0.2187
site,ghcn_IC000004030,NDJFM,tmin_mean,value,super,3,-2.1243,-1.6060,1.0893,-4.8303,0.5816
site,ghcn_IC000004030,NDJFM,tmin_mean,value,elnino,20,-1.5821,-1.6480,1.1916,-2.0830,-1.0653
site,ghcn_IC000004030,NDJFM,tmin_mean,value,neutral,29,-1.8461,-1.9550,1.1207,-2.2499,-1.4552
site,ghcn_IC000004030,NDJFM,tmin_mean,value,lanina,25,-1.8382,-1.8450,0.8529,-2.1798,-1.5105
site,ghcn_IC000004030,NDJFM,tmin_mean,anom,super,3,-0.7953,-0.2770,1.0893,-3.5013,1.9106
site,ghcn_IC000004030,NDJFM,tmin_mean,anom,elnino,20,-0.2530,-0.3190,1.1916,-0.7615,0.2677
site,ghcn_IC000004030,NDJFM,tmin_mean,anom,neutral,29,-0.5171,-0.6260,1.1207,-0.9225,-0.1244
site,ghcn_IC000004030,NDJFM,tmin_mean,anom,lanina,25,-0.5092,-0.5160,0.8529,-0.8489,-0.1701
site,ghcn_IC000004030,NDJFM,tmin_mean,anom_dt,super,3,-0.5140,-0.2660,0.8990,-2.7473,1.7193
site,ghcn_IC000004030,NDJFM,tmin_mean,anom_dt,elnino,20,0.1702,0.1295,1.1071,-0.2772,0.6634
site,ghcn_IC000004030,NDJFM,tmin_mean,anom_dt,neutral,29,0.0216,-0.1050,1.0766,-0.3669,0.4057
site,ghcn_IC000004030,NDJFM,tmin_mean,anom_dt,lanina,25,-0.0995,-0.1240,0.7823,-0.3981,0.1954
site,ghcn_IC000004063,DJF,frost_days,value,super,2,71.5000,71.5000,4.9497,27.0283,115.9717
site,ghcn_IC000004063,DJF,frost_days,value,elnino,14,70.2143,72.0000,10.6712,64.3571,75.1429
site,ghcn_IC000004063,DJF,frost_days,value,neutral,24,72.2917,73.0000,6.4165,69.7500,74.7917
site,ghcn_IC000004063,DJF,frost_days,value,lanina,15,71.8000,72.0000,7.9030,68.0000,75.5333
site,ghcn_IC000004063,DJF,frost_days,anom_dt,super,2,1.1200,1.1200,5.9482,-52.3223,54.5623
site,ghcn_IC000004063,DJF,frost_days,anom_dt,elnino,14,-1.2419,1.2900,10.1585,-6.6202,3.5072
site,ghcn_IC000004063,DJF,frost_days,anom_dt,neutral,24,0.4833,0.6715,6.5725,-2.1930,2.8797
site,ghcn_IC000004063,DJF,frost_days,anom_dt,lanina,15,0.2365,-0.5800,7.7204,-3.6609,3.9785
site,ghcn_IC000004063,DJF,ice_days,value,super,2,28.5000,28.5000,6.3640,-28.6779,85.6779
site,ghcn_IC000004063,DJF,ice_days,value,elnino,14,33.2857,33.0000,13.8865,26.2857,40.5000
site,ghcn_IC000004063,DJF,ice_days,value,neutral,24,32.2083,33.0000,8.4698,28.7917,35.4167
site,ghcn_IC000004063,DJF,ice_days,value,lanina,15,31.8000,30.0000,4.8137,29.6000,34.2017
site,ghcn_IC000004063,DJF,ice_days,anom_dt,super,2,-3.6540,-3.6540,6.2961,-60.2220,52.9140
site,ghcn_IC000004063,DJF,ice_days,anom_dt,elnino,14,1.0591,0.7155,13.8463,-5.8940,7.9887
site,ghcn_IC000004063,DJF,ice_days,anom_dt,neutral,24,-0.0421,0.7920,8.5110,-3.3864,3.1962
site,ghcn_IC000004063,DJF,ice_days,anom_dt,lanina,15,-0.4339,-2.0930,4.8107,-2.7066,1.9743
site,ghcn_IC000004063,DJF,precip,value,elnino,1,125.0360,125.0360,,,
site,ghcn_IC000004063,DJF,precip,value,neutral,3,88.9040,77.4010,44.1004,-20.6474,198.4554
site,ghcn_IC000004063,DJF,precip,value,lanina,1,164.2330,164.2330,,,
site,ghcn_IC000004063,DJF,precip_days,value,elnino,1,28.9290,28.9290,,,
site,ghcn_IC000004063,DJF,precip_days,value,neutral,3,27.0083,24.5390,6.6455,10.5000,43.5166
site,ghcn_IC000004063,DJF,precip_days,value,lanina,1,37.9170,37.9170,,,
site,ghcn_IC000004063,DJF,snow_cover_days,value,neutral,1,90.0000,90.0000,,,
site,ghcn_IC000004063,DJF,snow_depth,value,neutral,1,14.7090,14.7090,,,
site,ghcn_IC000004063,DJF,snow_max,value,neutral,1,41.9000,41.9000,,,
site,ghcn_IC000004063,DJF,thaw_days,value,super,2,56.5000,56.5000,7.7782,-13.3841,126.3841
site,ghcn_IC000004063,DJF,thaw_days,value,elnino,14,55.6429,56.5000,14.3988,48.4286,62.6429
site,ghcn_IC000004063,DJF,thaw_days,value,neutral,24,56.7500,56.5000,7.9687,53.7083,59.9167
site,ghcn_IC000004063,DJF,thaw_days,value,lanina,15,57.2000,59.0000,4.7988,54.7333,59.4000
site,ghcn_IC000004063,DJF,thaw_days,anom_dt,super,2,-0.1675,-0.1675,7.7082,-69.4227,69.0877
site,ghcn_IC000004063,DJF,thaw_days,anom_dt,elnino,14,-0.9490,-0.0320,14.3577,-8.1461,6.3699
site,ghcn_IC000004063,DJF,thaw_days,anom_dt,neutral,24,0.1828,-0.1210,8.0152,-2.8287,3.4654
site,ghcn_IC000004063,DJF,thaw_days,anom_dt,lanina,15,0.6156,2.2630,4.7865,-1.8310,2.8551
site,ghcn_IC000004063,DJF,tmax_mean,value,super,2,2.3215,2.3215,0.5296,-2.4370,7.0800
site,ghcn_IC000004063,DJF,tmax_mean,value,elnino,14,1.5887,1.4745,2.0615,0.5589,2.6370
site,ghcn_IC000004063,DJF,tmax_mean,value,neutral,24,1.6329,1.4115,1.2132,1.1860,2.1209
site,ghcn_IC000004063,DJF,tmax_mean,value,lanina,15,1.8285,1.8310,0.7711,1.4751,2.2201
site,ghcn_IC000004063,DJF,tmax_mean,anom_dt,super,2,0.4480,0.4480,0.3875,-3.0335,3.9295
site,ghcn_IC000004063,DJF,tmax_mean,anom_dt,elnino,14,-0.1319,-0.1245,1.9820,-1.1104,0.8731
site,ghcn_IC000004063,DJF,tmax_mean,anom_dt,neutral,24,-0.0375,-0.0735,1.2526,-0.5048,0.4675
site,ghcn_IC000004063,DJF,tmax_mean,anom_dt,lanina,15,0.1233,0.0610,0.7635,-0.2369,0.5045
site,ghcn_IC000004063,DJF,tmean,value,super,3,-2.0743,-1.3780,1.5101,-5.8257,1.6770
site,ghcn_IC000004063,DJF,tmean,value,elnino,20,-1.7071,-1.6500,1.6204,-2.3949,-0.9891
site,ghcn_IC000004063,DJF,tmean,value,neutral,28,-1.4117,-1.5580,1.2939,-1.8719,-0.9324
site,ghcn_IC000004063,DJF,tmean,value,lanina,25,-1.3871,-1.4860,0.9446,-1.7489,-1.0185
site,ghcn_IC000004063,DJF,tmean,anom,super,3,-1.0963,-0.4000,1.5101,-4.8477,2.6550
site,ghcn_IC000004063,DJF,tmean,anom,elnino,20,-0.7294,-0.6725,1.6203,-1.4199,-0.0399
site,ghcn_IC000004063,DJF,tmean,anom,neutral,28,-0.4340,-0.5800,1.2940,-0.9064,0.0518
site,ghcn_IC000004063,DJF,tmean,anom,lanina,25,-0.4095,-0.5080,0.9447,-0.7667,-0.0451
site,ghcn_IC000004063,DJF,tmean,anom_dt,super,3,-0.6690,0.1700,1.6348,-4.7302,3.3922
site,ghcn_IC000004063,DJF,tmean,anom_dt,elnino,20,-0.2229,-0.1070,1.5908,-0.8904,0.4756
site,ghcn_IC000004063,DJF,tmean,anom_dt,neutral,28,0.1510,-0.1460,1.2715,-0.3018,0.6150
site,ghcn_IC000004063,DJF,tmean,anom_dt,lanina,25,0.0895,-0.0540,0.9193,-0.2476,0.4579
site,ghcn_IC000004063,DJF,tmin_mean,value,super,2,-4.4460,-4.4460,0.6010,-9.8461,0.9541
site,ghcn_IC000004063,DJF,tmin_mean,value,elnino,14,-4.7460,-5.1810,2.0103,-5.7816,-3.7095
site,ghcn_IC000004063,DJF,tmin_mean,value,neutral,24,-4.8107,-4.8710,1.3184,-5.3320,-4.3272
site,ghcn_IC000004063,DJF,tmin_mean,value,lanina,15,-4.7305,-4.7400,1.0841,-5.2481,-4.1911
site,ghcn_IC000004063,DJF,tmin_mean,anom_dt,super,2,-0.0080,-0.0080,0.3380,-3.0448,3.0288
