level,unit,season,metric,variant,group,n,mean,median,sd,ci_lo,ci_hi
site,fmi_101725,DJF,precip_days,value,neutral,17,26.0588,27.0000,5.8574,23.4706,28.8235
site,fmi_101725,DJF,precip_days,value,lanina,12,27.5000,27.0000,8.2847,23.0813,32.0833
site,fmi_101725,DJF,precip_days,anom_dt,super,2,0.9345,0.9345,1.1759,-9.6307,11.4997
site,fmi_101725,DJF,precip_days,anom_dt,elnino,10,0.2954,1.1145,4.2189,-2.1832,2.6654
site,fmi_101725,DJF,precip_days,anom_dt,neutral,17,-0.7228,-0.2110,5.9053,-3.2816,1.9750
site,fmi_101725,DJF,precip_days,anom_dt,lanina,12,0.6221,0.1260,8.2859,-4.1460,5.2063
site,fmi_101725,DJF,rain_on_snow_days,value,super,2,2.5000,2.5000,0.7071,-3.8531,8.8531
site,fmi_101725,DJF,rain_on_snow_days,value,elnino,10,2.3000,2.5000,2.4060,1.0000,3.8000
site,fmi_101725,DJF,rain_on_snow_days,value,neutral,17,1.5882,1.0000,1.6977,0.8235,2.4118
site,fmi_101725,DJF,rain_on_snow_days,value,lanina,12,2.4167,2.5000,1.8809,1.4167,3.4188
site,fmi_101725,DJF,rain_on_snow_days,anom_dt,super,2,0.1750,0.1750,0.9857,-8.6812,9.0312
site,fmi_101725,DJF,rain_on_snow_days,anom_dt,elnino,10,0.2803,0.1620,2.4049,-0.9328,1.8435
site,fmi_101725,DJF,rain_on_snow_days,anom_dt,neutral,17,-0.4049,-0.6020,1.6167,-1.1464,0.3459
site,fmi_101725,DJF,rain_on_snow_days,anom_dt,lanina,12,0.3108,0.2670,1.9136,-0.7177,1.3068
site,fmi_101725,DJF,snow_cover_days,value,super,2,90.0000,90.0000,0.0000,90.0000,90.0000
site,fmi_101725,DJF,snow_cover_days,value,elnino,10,89.0000,90.0000,2.1602,87.7000,90.2000
site,fmi_101725,DJF,snow_cover_days,value,neutral,17,89.9412,90.0000,1.0880,89.3529,90.3529
site,fmi_101725,DJF,snow_cover_days,value,lanina,12,90.0000,90.0000,1.4142,89.1667,90.6667
site,fmi_101725,DJF,snow_cover_days,anom_dt,super,2,0.4970,0.4970,0.2305,-1.5741,2.5681
site,fmi_101725,DJF,snow_cover_days,anom_dt,elnino,10,-0.7555,0.1160,2.1138,-2.0750,0.3793
site,fmi_101725,DJF,snow_cover_days,anom_dt,neutral,17,0.1634,0.3120,1.0296,-0.3813,0.5344
site,fmi_101725,DJF,snow_cover_days,anom_dt,lanina,12,0.3154,0.3115,1.4221,-0.5326,0.9734
site,fmi_101725,DJF,snow_depth,value,super,2,32.9280,32.9280,11.1016,-66.8157,132.6717
site,fmi_101725,DJF,snow_depth,value,elnino,10,33.2240,35.9155,10.3329,27.3203,39.3030
site,fmi_101725,DJF,snow_depth,value,neutral,17,40.7107,39.1000,14.7374,33.9851,47.7664
site,fmi_101725,DJF,snow_depth,value,lanina,12,40.4186,40.4065,8.9146,35.2345,45.0139
site,fmi_101725,DJF,snow_depth,anom_dt,super,2,-1.9095,-1.9095,7.4833,-69.1444,65.3254
site,fmi_101725,DJF,snow_depth,anom_dt,elnino,10,-5.5709,-4.0080,9.1605,-11.3606,-0.4852
site,fmi_101725,DJF,snow_depth,anom_dt,neutral,17,1.5687,1.5800,13.8924,-4.3096,8.4215
site,fmi_101725,DJF,snow_depth,anom_dt,lanina,12,2.7383,0.8745,8.9659,-1.9538,7.5573
site,fmi_101725,DJF,snow_max,value,super,2,60.5000,60.5000,6.3640,3.3221,117.6779
site,fmi_101725,DJF,snow_max,value,elnino,10,59.0000,64.5000,12.6491,51.3000,65.9000
site,fmi_101725,DJF,snow_max,value,neutral,17,63.4706,63.0000,14.6378,56.8235,70.2941
site,fmi_101725,DJF,snow_max,value,lanina,12,61.9167,59.5000,10.7995,56.0833,68.0000
site,fmi_101725,DJF,snow_max,anom_dt,super,2,3.8635,3.8635,1.1674,-6.6255,14.3525
site,fmi_101725,DJF,snow_max,anom_dt,elnino,10,-3.3193,0.3710,10.7189,-10.1043,2.5216
site,fmi_101725,DJF,snow_max,anom_dt,neutral,17,0.6526,-0.9220,11.9719,-4.7075,6.2290
site,fmi_101725,DJF,snow_max,anom_dt,lanina,12,1.1976,-3.2605,11.4825,-4.7279,7.6643
site,fmi_101725,DJF,thaw_days,value,super,3,27.6667,27.0000,3.0551,20.0775,35.2558
site,fmi_101725,DJF,thaw_days,value,elnino,18,19.3333,21.5000,11.6114,14.2778,24.6111
site,fmi_101725,DJF,thaw_days,value,neutral,24,18.0585,16.0000,10.7716,13.9334,22.5285
site,fmi_101725,DJF,thaw_days,value,lanina,22,18.7630,17.0000,8.8117,15.4091,22.4809
site,fmi_101725,DJF,thaw_days,anom,super,3,5.9937,5.3270,3.0551,-1.5955,13.5828
site,fmi_101725,DJF,thaw_days,anom,elnino,18,-2.3397,-0.1730,11.6114,-7.4508,2.7159
site,fmi_101725,DJF,thaw_days,anom,neutral,24,-3.6145,-5.6730,10.7716,-7.6258,0.7190
site,fmi_101725,DJF,thaw_days,anom,lanina,22,-2.9100,-4.6730,8.8116,-6.3551,0.7784
site,fmi_101725,DJF,thaw_days,anom_dt,super,3,7.8253,7.2880,0.9761,5.4006,10.2500
site,fmi_101725,DJF,thaw_days,anom_dt,elnino,18,0.1410,-0.3535,11.4209,-4.7714,5.3745
site,fmi_101725,DJF,thaw_days,anom_dt,neutral,24,-0.4254,-2.9980,9.6556,-4.1432,3.5288
site,fmi_101725,DJF,thaw_days,anom_dt,lanina,22,-0.7184,-1.7450,9.4458,-4.4955,3.2912
site,fmi_101725,DJF,tmax_mean,value,super,3,-4.9867,-4.7810,0.4733,-6.1624,-3.8109
site,fmi_101725,DJF,tmax_mean,value,elnino,18,-6.4814,-6.6160,3.3878,-7.9843,-4.9383
site,fmi_101725,DJF,tmax_mean,value,neutral,24,-6.8968,-6.3775,2.8380,-8.0254,-5.8220
site,fmi_101725,DJF,tmax_mean,value,lanina,22,-5.7973,-5.4630,2.5728,-6.8896,-4.8102
site,fmi_101725,DJF,tmax_mean,anom,super,3,0.3290,0.5340,0.4731,-0.8462,1.5042
site,fmi_101725,DJF,tmax_mean,anom,elnino,18,-1.1659,-1.3010,3.3878,-2.7260,0.3575
site,fmi_101725,DJF,tmax_mean,anom,neutral,24,-1.5813,-1.0615,2.8379,-2.6901,-0.5184
site,fmi_101725,DJF,tmax_mean,anom,lanina,22,-0.4820,-0.1475,2.5730,-1.5849,0.5141
site,fmi_101725,DJF,tmax_mean,anom_dt,super,3,1.0763,0.6310,0.8150,-0.9483,3.1010
site,fmi_101725,DJF,tmax_mean,anom_dt,elnino,18,-0.1887,0.2050,3.2860,-1.6637,1.2704
site,fmi_101725,DJF,tmax_mean,anom_dt,neutral,24,-0.3533,-0.3645,2.5369,-1.3305,0.6301
site,fmi_101725,DJF,tmax_mean,anom_dt,lanina,22,0.3930,0.9640,2.6121,-0.7108,1.4071
site,fmi_101725,DJF,tmean,value,super,3,-8.4517,-8.4790,1.1252,-11.2469,-5.6564
site,fmi_101725,DJF,tmean,value,elnino,18,-9.7019,-9.2225,3.9320,-11.5257,-7.9118
site,fmi_101725,DJF,tmean,value,neutral,24,-10.5227,-10.5530,3.1760,-11.7611,-9.3290
site,fmi_101725,DJF,tmean,value,lanina,22,-9.0946,-8.7075,2.8808,-10.3428,-7.9208
site,fmi_101725,DJF,tmean,anom,super,3,0.0883,0.0610,1.1252,-2.7069,2.8836
site,fmi_101725,DJF,tmean,anom,elnino,18,-1.1619,-0.6825,3.9320,-2.9720,0.6494
site,fmi_101725,DJF,tmean,anom,neutral,24,-1.9827,-2.0130,3.1760,-3.2423,-0.7546
site,fmi_101725,DJF,tmean,anom,lanina,22,-0.5546,-0.1675,2.8808,-1.8051,0.5761
site,fmi_101725,DJF,tmean,anom_dt,super,3,0.9263,1.0380,1.0002,-1.5583,3.4109
site,fmi_101725,DJF,tmean,anom_dt,elnino,18,-0.0218,0.0965,3.7357,-1.6514,1.7047
site,fmi_101725,DJF,tmean,anom_dt,neutral,24,-0.5129,-0.5170,2.8027,-1.5745,0.5967
site,fmi_101725,DJF,tmean,anom_dt,lanina,22,0.4510,1.1810,2.8934,-0.7565,1.5739
site,fmi_101725,DJF,tmin_mean,value,super,3,-12.3107,-12.4920,1.7680,-16.7026,-7.9187
site,fmi_101725,DJF,tmin_mean,value,elnino,18,-14.2033,-14.3450,4.1233,-16.1444,-12.3525
site,fmi_101725,DJF,tmin_mean,value,neutral,24,-15.0010,-15.3870,3.7768,-16.4627,-13.5030
site,fmi_101725,DJF,tmin_mean,value,lanina,22,-13.1957,-12.8205,3.1991,-14.5776,-11.9335
site,fmi_101725,DJF,tmin_mean,anom,super,3,0.3603,0.1790,1.7680,-4.0316,4.7523
site,fmi_101725,DJF,tmin_mean,anom,elnino,18,-1.5320,-1.6735,4.1233,-3.3600,0.3283
site,fmi_101725,DJF,tmin_mean,anom,neutral,24,-2.3294,-2.7155,3.7769,-3.7630,-0.8525
site,fmi_101725,DJF,tmin_mean,anom,lanina,22,-0.5242,-0.1495,3.1993,-1.8317,0.7328
site,fmi_101725,DJF,tmin_mean,anom_dt,super,3,1.3217,1.9240,1.3966,-2.1476,4.7910
site,fmi_101725,DJF,tmin_mean,anom_dt,elnino,18,-0.2034,0.3050,3.9794,-2.0116,1.5250
site,fmi_101725,DJF,tmin_mean,anom_dt,neutral,24,-0.5999,-0.5890,3.2785,-1.8529,0.6726
site,fmi_101725,DJF,tmin_mean,anom_dt,lanina,22,0.6406,1.6860,3.1340,-0.5936,1.8893
site,fmi_101725,JFM,frost_days,value,super,3,85.6667,87.0000,3.2146,77.6813,93.6521
site,fmi_101725,JFM,frost_days,value,elnino,18,86.3889,86.5000,3.1086,84.9444,87.6667
site,fmi_101725,JFM,frost_days,value,neutral,24,86.1662,88.9945,4.9135,84.1245,87.9167
site,fmi_101725,JFM,frost_days,value,lanina,22,87.6292,89.0000,3.4105,86.0907,88.9020
site,fmi_101725,JFM,frost_days,anom,super,3,-1.1273,0.2060,3.2146,-9.1127,6.8581
site,fmi_101725,JFM,frost_days,anom,elnino,18,-0.4051,-0.2940,3.1086,-1.8496,0.9282
site,fmi_101725,JFM,frost_days,anom,neutral,24,-0.6278,2.2000,4.9134,-2.6278,1.2045
site,fmi_101725,JFM,frost_days,anom,lanina,22,0.8352,2.2060,3.4105,-0.6648,2.1081
site,fmi_101725,JFM,frost_days,anom_dt,super,3,-0.6313,0.6380,2.2281,-6.1661,4.9035
site,fmi_101725,JFM,frost_days,anom_dt,elnino,18,-0.2308,0.3805,2.8732,-1.6334,0.9912
site,fmi_101725,JFM,frost_days,anom_dt,neutral,24,-0.8048,1.0785,4.3420,-2.5743,0.7685
site,fmi_101725,JFM,frost_days,anom_dt,lanina,22,1.1530,2.4150,3.6554,-0.4333,2.5080
site,fmi_101725,JFM,ice_days,value,super,3,60.3333,61.0000,3.0551,52.7442,67.9225
site,fmi_101725,JFM,ice_days,value,elnino,18,64.1111,63.5000,12.5036,58.6111,69.7778
site,fmi_101725,JFM,ice_days,value,neutral,24,64.0754,66.5000,11.5842,59.4418,68.5674
site,fmi_101725,JFM,ice_days,value,lanina,22,67.0179,69.5000,11.7169,61.9720,71.5455
site,fmi_101725,JFM,ice_days,anom,super,3,-2.7737,-2.1070,3.0551,-10.3628,4.8155
site,fmi_101725,JFM,ice_days,anom,elnino,18,1.0041,0.3930,12.5036,-4.6070,6.5041
site,fmi_101725,JFM,ice_days,anom,neutral,24,0.9684,3.3930,11.5842,-3.6903,5.3518
site,fmi_101725,JFM,ice_days,anom,lanina,22,3.9109,6.3930,11.7169,-1.2438,8.5932
site,fmi_101725,JFM,ice_days,anom_dt,super,3,-3.4463,-5.7240,5.0571,-16.0088,9.1161
site,fmi_101725,JFM,ice_days,anom_dt,elnino,18,-0.5885,-3.7795,11.3465,-5.5860,4.6153
site,fmi_101725,JFM,ice_days,anom_dt,neutral,24,-1.6287,0.7880,10.0271,-5.5938,2.2546
site,fmi_101725,JFM,ice_days,anom_dt,lanina,22,2.7281,4.4480,12.2761,-2.4768,7.4196
site,fmi_101725,JFM,precip,value,super,2,84.1000,84.1000,11.4551,-18.8203,187.0203
site,fmi_101725,JFM,precip,value,elnino,10,76.6000,76.6500,17.1118,66.4600,86.7002
site,fmi_101725,JFM,precip,value,neutral,17,76.8059,70.0000,21.5231,67.2754,86.9531
site,fmi_101725,JFM,precip,value,lanina,12,77.6167,70.2000,33.8492,61.8000,97.5933
site,fmi_101725,JFM,precip,anom_dt,super,2,4.2560,4.2560,8.9350,-76.0218,84.5338
site,fmi_101725,JFM,precip,anom_dt,elnino,10,-0.4874,-1.7870,15.7149,-9.9689,8.8449
site,fmi_101725,JFM,precip,anom_dt,neutral,17,-0.0397,-7.1110,22.0430,-9.9455,10.0703
site,fmi_101725,JFM,precip,anom_dt,lanina,12,-0.2469,-7.6240,33.6350,-15.9192,19.3988
site,fmi_101725,JFM,precip_days,value,super,2,28.5000,28.5000,2.1213,9.4407,47.5593
site,fmi_101725,JFM,precip_days,value,elnino,10,25.0000,24.5000,5.7155,21.6000,28.4000
site,fmi_101725,JFM,precip_days,value,neutral,17,24.4118,23.0000,6.0834,21.7632,27.3529
site,fmi_101725,JFM,precip_days,value,lanina,12,23.5833,23.5000,8.4580,19.1667,28.1667
site,fmi_101725,JFM,precip_days,anom_dt,super,2,3.2035,3.2035,1.3287,-8.7340,15.1410
site,fmi_101725,JFM,precip_days,anom_dt,elnino,10,0.5701,-0.0120,5.1632,-2.4141,3.6385
site,fmi_101725,JFM,precip_days,anom_dt,neutral,17,0.0578,-1.4370,6.2875,-2.6833,3.0475
site,fmi_101725,JFM,precip_days,anom_dt,lanina,12,-1.0908,-1.4090,8.4090,-5.3775,3.5674
site,fmi_101725,JFM,rain_on_snow_days,value,super,2,2.0000,2.0000,0.0000,2.0000,2.0000
site,fmi_101725,JFM,rain_on_snow_days,value,elnino,10,3.0000,3.5000,1.4907,2.0000,3.8000
site,fmi_101725,JFM,rain_on_snow_days,value,neutral,17,2.2353,2.0000,2.0775,1.2353,3.2353
site,fmi_101725,JFM,rain_on_snow_days,value,lanina,12,3.0000,2.5000,2.5937,1.7500,4.5833
site,fmi_101725,JFM,rain_on_snow_days,anom_dt,super,2,-0.9895,-0.9895,0.3585,-4.2105,2.2315
site,fmi_101725,JFM,rain_on_snow_days,anom_dt,elnino,10,0.4029,0.4770,1.3185,-0.4173,1.1346
site,fmi_101725,JFM,rain_on_snow_days,anom_dt,neutral,17,-0.3274,-1.0260,2.0642,-1.2106,0.6754
site,fmi_101725,JFM,rain_on_snow_days,anom_dt,lanina,12,0.2928,-0.3370,2.5686,-0.9342,1.8238
site,fmi_101725,JFM,snow_cover_days,value,super,2,90.0000,90.0000,0.0000,90.0000,90.0000
site,fmi_101725,JFM,snow_cover_days,value,elnino,10,90.1000,90.0000,0.8756,89.5000,90.5000
site,fmi_101725,JFM,snow_cover_days,value,neutral,17,89.5882,90.0000,2.5015,88.2941,90.3529
site,fmi_101725,JFM,snow_cover_days,value,lanina,12,90.4167,90.0000,0.5149,90.1667,90.6667
site,fmi_101725,JFM,snow_cover_days,anom_dt,super,2,0.1815,0.1815,0.1591,-1.2479,1.6109
site,fmi_101725,JFM,snow_cover_days,anom_dt,elnino,10,0.1079,0.0615,0.9260,-0.4996,0.5959
site,fmi_101725,JFM,snow_cover_days,anom_dt,neutral,17,-0.4191,0.0540,2.4535,-1.6842,0.3139
site,fmi_101725,JFM,snow_cover_days,anom_dt,lanina,12,0.4734,0.2340,0.5858,0.1586,0.7758
site,fmi_101725,JFM,snow_depth,value,super,2,47.2670,47.2670,14.2836,-81.0657,175.5997
site,fmi_101725,JFM,snow_depth,value,elnino,10,47.2049,50.8165,12.5070,39.7041,54.3387
site,fmi_101725,JFM,snow_depth,value,neutral,17,52.5265,51.0890,16.7903,44.5787,60.4264
site,fmi_101725,JFM,snow_depth,value,lanina,12,52.6353,51.5835,10.1102,47.2547,58.1305
site,fmi_101725,JFM,snow_depth,anom_dt,super,2,1.0815,1.0815,9.4165,-83.5228,85.6858
site,fmi_101725,JFM,snow_depth,anom_dt,elnino,10,-4.3037,-2.0785,10.8459,-11.2075,1.8279
site,fmi_101725,JFM,snow_depth,anom_dt,neutral,17,0.5508,-1.5260,14.7628,-6.0372,7.5567
site,fmi_101725,JFM,snow_depth,anom_dt,lanina,12,2.6259,-0.4300,11.1669,-2.9983,8.8616
site,fmi_101725,JFM,snow_max,value,super,2,62.0000,62.0000,8.4853,-14.2372,138.2372
site,fmi_101725,JFM,snow_max,value,elnino,10,65.1000,68.0000,12.8794,57.5000,72.3000
site,fmi_101725,JFM,snow_max,value,neutral,17,70.6471,70.0000,13.6196,64.4118,76.9426
site,fmi_101725,JFM,snow_max,value,lanina,12,69.2500,65.5000,14.1043,61.9167,77.1667
site,fmi_101725,JFM,snow_max,anom_dt,super,2,-1.9540,-1.9540,3.9301,-37.2645,33.3565
site,fmi_101725,JFM,snow_max,anom_dt,elnino,10,-3.8358,-2.3280,10.7704,-10.4971,1.9529
site,fmi_101725,JFM,snow_max,anom_dt,neutral,17,1.2742,-2.6230,11.7114,-3.8942,6.8182
site,fmi_101725,JFM,snow_max,anom_dt,lanina,12,1.7171,-3.2425,15.0028,-5.8551,9.9348
site,fmi_101725,JFM,thaw_days,value,super,3,29.6667,29.0000,2.0817,24.4955,34.8378
site,fmi_101725,JFM,thaw_days,value,elnino,18,25.5556,26.5000,12.4297,19.8333,30.8333
site,fmi_101725,JFM,thaw_days,value,neutral,24,25.3830,23.0000,10.9950,21.2075,29.5915
site,fmi_101725,JFM,thaw_days,value,lanina,22,22.7084,20.0000,11.4704,18.2727,27.7734
site,fmi_101725,JFM,thaw_days,anom,super,3,3.3077,2.6410,2.0817,-1.8635,8.4788
site,fmi_101725,JFM,thaw_days,anom,elnino,18,-0.8034,0.1410,12.4297,-6.6368,4.5854
site,fmi_101725,JFM,thaw_days,anom,neutral,24,-0.9760,-3.3590,10.9950,-5.0676,3.4406
site,fmi_101725,JFM,thaw_days,anom,lanina,22,-3.6506,-6.3590,11.4704,-8.0413,1.3683
site,fmi_101725,JFM,thaw_days,anom_dt,super,3,3.8603,6.0290,4.0560,-6.2154,13.9361
site,fmi_101725,JFM,thaw_days,anom_dt,elnino,18,0.6353,3.6935,11.3243,-4.6313,5.6400
site,fmi_101725,JFM,thaw_days,anom_dt,neutral,24,1.4302,-0.4075,9.4992,-2.3036,5.2811
site,fmi_101725,JFM,thaw_days,anom_dt,lanina,22,-2.6064,-3.3255,12.0283,-7.0921,2.6871
site,fmi_101725,JFM,tmax_mean,value,super,3,-4.5550,-4.5470,0.2751,-5.2384,-3.8716
site,fmi_101725,JFM,tmax_mean,value,elnino,18,-5.3484,-4.9285,3.1278,-6.8664,-4.0126
site,fmi_101725,JFM,tmax_mean,value,neutral,24,-5.0854,-5.3410,2.1712,-5.9409,-4.2405
site,fmi_101725,JFM,tmax_mean,value,lanina,22,-4.8279,-5.1215,2.5382,-5.9191,-3.8193
site,fmi_101725,JFM,tmax_mean,anom,super,3,-0.2247,-0.2170,0.2756,-0.9092,0.4599
site,fmi_101725,JFM,tmax_mean,anom,elnino,18,-1.0182,-0.5985,3.1279,-2.5423,0.3394
site,fmi_101725,JFM,tmax_mean,anom,neutral,24,-0.7553,-1.0110,2.1712,-1.5910,0.0870
site,fmi_101725,JFM,tmax_mean,anom,lanina,22,-0.4976,-0.7915,2.5384,-1.5704,0.5100
site,fmi_101725,JFM,tmax_mean,anom_dt,super,3,0.2267,-0.0090,0.6342,-1.3489,1.8022
site,fmi_101725,JFM,tmax_mean,anom_dt,elnino,18,-0.3450,0.3095,2.9146,-1.6416,0.9108
site,fmi_101725,JFM,tmax_mean,anom_dt,neutral,24,0.1601,-0.2525,1.8338,-0.5465,0.8958
site,fmi_101725,JFM,tmax_mean,anom_dt,lanina,22,0.0767,0.2665,2.5702,-0.9644,1.0915
site,fmi_101725,JFM,tmean,value,super,3,-8.5730,-8.7280,1.3243,-11.8628,-5.2832
site,fmi_101725,JFM,tmean,value,elnino,18,-9.0183,-8.5175,3.7294,-10.7617,-7.3562
site,fmi_101725,JFM,tmean,value,neutral,24,-9.0675,-9.5695,2.5326,-10.0955,-8.0691
site,fmi_101725,JFM,tmean,value,lanina,22,-8.7011,-9.0355,2.7800,-9.8732,-7.5952
site,fmi_101725,JFM,tmean,anom,super,3,-0.5360,-0.6910,1.3243,-3.8258,2.7538
site,fmi_101725,JFM,tmean,anom,elnino,18,-0.9813,-0.4805,3.7294,-2.6381,0.6398
site,fmi_101725,JFM,tmean,anom,neutral,24,-1.0307,-1.5325,2.5327,-2.0138,-0.0356
site,fmi_101725,JFM,tmean,anom,lanina,22,-0.6642,-0.9985,2.7800,-1.7983,0.4281
site,fmi_101725,JFM,tmean,anom_dt,super,3,-0.0007,0.4320,1.0371,-2.5769,2.5755
site,fmi_101725,JFM,tmean,anom_dt,elnino,18,-0.1629,-0.0465,3.3474,-1.6847,1.3349
site,fmi_101725,JFM,tmean,anom_dt,neutral,24,0.0966,-0.4130,2.1475,-0.7000,0.9412
site,fmi_101725,JFM,tmean,anom_dt,lanina,22,0.0281,0.0850,2.8636,-1.1456,1.2053
site,fmi_101725,JFM,tmin_mean,value,super,3,-13.0493,-13.6280,2.2164,-18.5552,-7.5435
site,fmi_101725,JFM,tmin_mean,value,elnino,18,-13.9252,-13.1060,4.0711,-15.8742,-12.1681
site,fmi_101725,JFM,tmin_mean,value,neutral,24,-13.8133,-14.3910,3.2083,-15.0420,-12.5898
site,fmi_101725,JFM,tmin_mean,value,lanina,22,-13.2688,-13.5900,3.0318,-14.4843,-12.0693
site,fmi_101725,JFM,tmin_mean,anom,super,3,-0.4483,-1.0270,2.2164,-5.9542,5.0575
site,fmi_101725,JFM,tmin_mean,anom,elnino,18,-1.3245,-0.5055,4.0712,-3.1531,0.4507
site,fmi_101725,JFM,tmin_mean,anom,neutral,24,-1.2125,-1.7905,3.2084,-2.4345,0.0877
site,fmi_101725,JFM,tmin_mean,anom,lanina,22,-0.6679,-0.9890,3.0318,-1.8974,0.5827
site,fmi_101725,JFM,tmin_mean,anom_dt,super,3,0.1683,0.6900,1.6044,-3.8173,4.1539
site,fmi_101725,JFM,tmin_mean,anom_dt,elnino,18,-0.3636,0.1055,3.7012,-2.0587,1.2504
site,fmi_101725,JFM,tmin_mean,anom_dt,neutral,24,0.1236,-0.6620,2.6862,-0.8874,1.1964
site,fmi_101725,JFM,tmin_mean,anom_dt,lanina,22,0.1396,0.0090,3.0999,-1.1160,1.4132
site,fmi_101725,NDJFM,frost_days,value,super,3,135.0000,136.0000,9.5394,111.3028,158.6972
site,fmi_101725,NDJFM,frost_days,value,elnino,18,139.4444,140.0000,7.7248,135.8889,142.8889
site,fmi_101725,NDJFM,frost_days,value,neutral,24,139.6186,142.4735,7.7684,136.4561,142.4956
site,fmi_101725,NDJFM,frost_days,value,lanina,22,141.4436,140.0000,5.4296,139.2164,143.6709
site,fmi_101725,NDJFM,frost_days,anom,super,3,-3.9540,-2.9540,9.5394,-27.6512,19.7432
site,fmi_101725,NDJFM,frost_days,anom,elnino,18,0.4904,1.0460,7.7248,-3.2318,3.8238
site,fmi_101725,NDJFM,frost_days,anom,neutral,24,0.6646,3.5195,7.7684,-2.4188,3.7064
site,fmi_101725,NDJFM,frost_days,anom,lanina,22,2.4896,1.0460,5.4296,0.3533,4.7626
site,fmi_101725,NDJFM,frost_days,anom_dt,super,3,-4.1837,-5.2660,8.3811,-25.0034,16.6361
site,fmi_101725,NDJFM,frost_days,anom_dt,elnino,18,-0.3896,0.4225,7.4163,-3.7825,2.8254
site,fmi_101725,NDJFM,frost_days,anom_dt,neutral,24,-0.9259,-0.5020,6.9719,-3.6602,1.6953
site,fmi_101725,NDJFM,frost_days,anom_dt,lanina,22,1.8994,0.9950,5.1655,-0.1128,4.0779
site,fmi_101725,NDJFM,ice_days,value,super,3,90.6667,83.0000,14.1539,55.5064,125.8269
site,fmi_101725,NDJFM,ice_days,value,elnino,18,103.3889,105.0000,17.8297,95.4431,111.7222
site,fmi_101725,NDJFM,ice_days,value,neutral,24,101.1395,105.0000,16.0918,94.6247,107.1435
site,fmi_101725,NDJFM,ice_days,value,lanina,22,104.6915,108.0000,12.9420,99.3272,109.9091
site,fmi_101725,NDJFM,ice_days,anom,super,3,-8.1183,-15.7850,14.1539,-43.2786,27.0419
site,fmi_101725,NDJFM,ice_days,anom,elnino,18,4.6039,6.2150,17.8297,-3.7850,12.4928
site,fmi_101725,NDJFM,ice_days,anom,neutral,24,2.3544,6.2150,16.0918,-4.1312,8.3136
site,fmi_101725,NDJFM,ice_days,anom,lanina,22,5.9065,9.2150,12.9420,0.4065,10.9616
site,fmi_101725,NDJFM,ice_days,anom_dt,super,3,-10.1527,-13.2240,14.7685,-46.8397,26.5343
site,fmi_101725,NDJFM,ice_days,anom_dt,elnino,18,1.2179,8.5045,17.0057,-6.7116,8.7843
site,fmi_101725,NDJFM,ice_days,anom_dt,neutral,24,-2.5068,-0.8975,13.6640,-8.0789,2.6731
site,fmi_101725,NDJFM,ice_days,anom_dt,lanina,22,3.1227,5.1390,13.2438,-2.3771,8.2089
site,fmi_101725,NDJFM,precip,value,super,2,162.6500,162.6500,27.9307,-88.2975,413.5975
site,fmi_101725,NDJFM,precip,value,elnino,10,151.4100,149.4000,28.6708,134.2487,168.5405
site,fmi_101725,NDJFM,precip,value,neutral,17,152.8176,145.3000,27.3691,140.5703,165.6591
site,fmi_101725,NDJFM,precip,value,lanina,12,148.3417,145.2500,40.1372,127.9898,171.2102
site,fmi_101725,NDJFM,precip,anom_dt,super,2,7.7225,7.7225,31.2478,-273.0274,288.4724
site,fmi_101725,NDJFM,precip,anom_dt,elnino,10,0.1100,-0.9930,27.2707,-15.8956,15.7278
site,fmi_101725,NDJFM,precip,anom_dt,neutral,17,1.8359,-2.5910,27.2300,-10.9705,14.8990
site,fmi_101725,NDJFM,precip,anom_dt,lanina,12,-3.9797,-4.8300,40.2494,-24.7141,18.5488
site,fmi_101725,NDJFM,precip_days,value,super,2,48.0000,48.0000,5.6569,-2.8248,98.8248
site,fmi_101725,NDJFM,precip_days,value,elnino,10,47.4000,49.0000,7.0899,43.3000,51.5000
site,fmi_101725,NDJFM,precip_days,value,neutral,17,47.0000,45.0000,7.3400,43.8235,50.5294
site,fmi_101725,NDJFM,precip_days,value,lanina,12,43.7500,43.5000,10.1813,38.2500,49.2500
site,fmi_101725,NDJFM,precip_days,anom_dt,super,2,1.4845,1.4845,5.9800,-52.2437,55.2127
site,fmi_101725,NDJFM,precip_days,anom_dt,elnino,10,1.2384,2.4545,6.8943,-2.9125,5.1903
site,fmi_101725,NDJFM,precip_days,anom_dt,neutral,17,0.8695,-1.6220,7.3573,-2.3665,4.2890
site,fmi_101725,NDJFM,precip_days,anom_dt,lanina,12,-2.5112,-2.6800,10.2121,-8.0848,3.0119
site,fmi_101725,NDJFM,rain_on_snow_days,value,super,2,5.0000,5.0000,4.2426,-33.1186,43.1186
site,fmi_101725,NDJFM,rain_on_snow_days,value,elnino,10,5.9000,5.5000,3.6040,3.9000,8.1000
site,fmi_101725,NDJFM,rain_on_snow_days,value,neutral,17,4.3529,4.0000,2.7373,3.1176,5.7059
site,fmi_101725,NDJFM,rain_on_snow_days,value,lanina,12,4.4167,3.0000,3.2039,2.7500,6.2500
site,fmi_101725,NDJFM,rain_on_snow_days,anom_dt,super,2,0.1445,0.1445,4.3183,-38.6539,38.9429
site,fmi_101725,NDJFM,rain_on_snow_days,anom_dt,elnino,10,1.1275,0.6730,3.5823,-0.8785,3.3233
